RowTotal,Cohort,Stat,ExitFrom,ExitTo,ReturnTime,HHType,HHVet,HHChronic,HHDisability,HHFleeingDV,HoHRaceEthnicity,HHAdultAge,HHParent,AC3Plus,SystemPath,ReportID
1,-2,1,2,99,-1,1,0,1,1,0,123,25,0,0,1,608011156
1,-2,1,2,99,-1,1,0,1,1,0,136,25,0,0,1,608011156
1,-2,1,2,99,-1,1,0,1,1,1,3,25,0,0,1,608011156
1,-2,1,2,99,-1,1,0,1,1,1,3,55,0,0,1,608011156
1,-2,1,2,99,-1,1,0,1,1,1,5,18,0,0,1,608011156
1,-2,1,2,99,-1,1,0,1,1,1,5,25,0,0,1,608011156
1,-2,1,2,99,-1,1,0,1,1,1,5,55,0,0,1,608011156
1,-2,1,2,99,-1,1,0,1,1,1,26,25,0,0,1,608011156
1,-2,1,2,99,-1,1,0,1,1,2,5,18,0,0,1,608011156
1,-2,1,2,99,-1,1,0,1,1,2,5,25,0,0,1,608011156
1,-2,1,2,99,-1,1,0,1,1,2,5,55,0,0,1,608011156
1,-2,1,2,99,-1,1,0,1,1,2,7,25,0,0,1,608011156
1,-2,1,2,99,-1,1,0,1,1,2,134,25,0,0,1,608011156
1,-2,1,2,99,-1,1,0,4,0,0,2,25,0,0,1,608011156
1,-2,1,2,99,-1,1,0,4,0,0,3,24,0,0,1,608011156
3,-2,1,2,99,-1,1,0,4,0,0,3,25,0,0,1,608011156
2,-2,1,2,99,-1,1,0,4,0,0,3,55,0,0,1,608011156
2,-2,1,2,99,-1,1,0,4,0,0,5,25,0,0,1,608011156
2,-2,1,2,99,-1,1,0,4,0,0,5,55,0,0,1,608011156
1,-2,1,2,99,-1,1,0,4,0,0,15,55,0,0,1,608011156
1,-2,1,2,99,-1,1,0,4,0,0,234,55,0,0,1,608011156
1,-2,1,2,99,-1,1,0,4,0,0,567,55,0,0,1,608011156
1,-2,1,2,99,-1,1,0,4,0,1,3,24,0,0,1,608011156
1,-2,1,2,99,-1,1,0,4,0,1,26,25,0,0,1,608011156
1,-2,1,2,99,-1,1,0,5,1,0,5,55,0,0,1,608011156
1,-2,1,2,99,-1,1,0,6,1,0,5,25,0,0,1,608011156
1,-2,1,2,99,-1,1,0,6,1,2,137,55,0,0,1,608011156
1,-2,1,2,99,-1,1,0,9,1,0,3,25,0,0,1,608011156
1,-2,1,2,99,-1,1,0,9,1,0,5,24,0,0,1,608011156
1,-2,1,2,99,-1,1,0,9,1,0,5,25,0,0,1,608011156
2,-2,1,2,99,-1,1,0,9,1,0,5,55,0,0,1,608011156
1,-2,1,2,99,-1,1,0,9,1,0,56,25,0,0,1,608011156
1,-2,1,2,99,-1,1,0,9,1,1,24,25,0,0,1,608011156
1,-2,1,2,99,-1,1,0,9,1,2,56,25,0,0,1,608011156
1,-2,1,2,99,-1,1,1,0,0,0,5,25,0,0,1,608011156
3,-2,1,2,99,-1,1,1,0,0,0,5,55,0,0,1,608011156
1,-2,1,2,99,-1,1,1,0,1,0,5,25,0,0,1,608011156
2,-2,1,2,99,-1,1,1,0,1,0,5,55,0,0,1,608011156
1,-2,1,2,99,-1,1,1,0,1,0,37,25,0,0,1,608011156
1,-2,1,2,99,-1,1,1,0,1,2,26,25,0,0,1,608011156
1,-2,1,2,99,-1,1,1,0,1,2,237,25,0,0,1,608011156
3,-2,1,2,99,-1,1,1,1,1,0,5,55,0,0,1,608011156
1,-2,1,2,99,-1,1,1,1,1,0,67,25,0,0,1,608011156
1,-2,1,2,99,-1,2,0,0,0,0,3,24,1,0,1,608011156
1,-2,1,2,99,-1,2,0,0,0,0,3,25,1,0,1,608011156
2,-2,1,2,99,-1,2,0,0,0,0,3,25,1,1,1,608011156
1,-2,1,2,99,-1,2,0,0,0,0,5,24,1,0,1,608011156
1,-2,1,2,99,-1,2,0,0,0,0,6,25,1,0,1,608011156
1,-2,1,2,99,-1,2,0,0,0,0,15,25,1,1,1,608011156
1,-2,1,2,99,-1,2,0,0,0,0,56,25,1,0,1,608011156
1,-2,1,2,99,-1,2,0,0,0,0,124,24,1,0,1,608011156
1,-2,1,2,99,-1,2,0,0,0,1,5,25,1,0,1,608011156
2,-2,1,2,99,-1,2,0,0,0,2,5,25,1,0,1,608011156
1,-2,1,2,99,-1,2,0,0,1,0,3,25,1,1,1,608011156
1,-2,1,2,99,-1,2,0,0,1,1,3,25,1,0,1,608011156
1,-2,1,2,99,-1,2,0,0,1,1,5,24,1,0,1,608011156
2,-2,1,2,99,-1,2,0,0,1,2,3,25,1,0,1,608011156
2,-2,1,2,99,-1,2,0,0,1,2,56,25,1,0,1,608011156
1,-2,1,2,99,-1,2,0,4,0,0,5,24,1,0,1,608011156
1,-2,1,2,99,-1,2,0,4,0,1,3,25,1,0,1,608011156
1,-2,1,2,99,-1,2,1,0,1,1,5,25,1,0,1,608011156
1,-2,1,2,99,-1,3,0,0,0,0,5,-1,0,0,1,608011156
1,-2,1,2,99,-1,3,0,0,0,0,56,-1,0,0,1,608011156
1,-2,1,2,99,-1,3,0,0,1,0,5,-1,0,0,1,608011156
1,-2,1,2,99,-1,3,0,4,0,0,5,-1,0,0,1,608011156
1,-2,1,2,99,-1,3,0,9,1,0,5,-1,0,0,1,608011156
1,-2,1,2,99,-1,99,0,9,0,0,98,-1,0,0,1,608011156
1,-2,1,2,99,30,1,0,0,0,0,3,25,0,0,1,608011156
1,-2,1,2,99,30,1,0,0,0,0,13,25,0,0,1,608011156
1,-2,1,2,99,30,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,1,2,99,30,1,0,0,1,0,5,55,0,0,1,608011156
1,-2,1,2,99,30,1,0,0,1,0,45,25,0,0,1,608011156
1,-2,1,2,99,30,1,0,0,1,0,245,25,0,0,1,608011156
1,-2,1,2,99,30,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,1,2,99,60,1,0,0,1,0,126,25,0,0,1,608011156
1,-2,1,2,99,60,1,0,0,1,2,57,25,0,0,1,608011156
1,-2,1,2,99,60,1,0,1,1,0,3,55,0,0,1,608011156
1,-2,1,2,99,60,1,0,1,1,0,35,25,0,0,1,608011156
1,-2,1,2,99,90,1,0,0,0,0,5,25,0,0,1,608011156
2,-2,1,2,99,90,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,1,2,99,180,1,0,0,0,0,134,25,0,0,1,608011156
2,-2,1,2,99,180,1,0,0,1,0,3,25,0,0,1,608011156
2,-2,1,2,99,180,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,1,2,99,180,1,0,0,1,1,127,25,0,0,1,608011156
1,-2,1,2,99,180,1,0,0,1,2,56,25,0,0,1,608011156
1,-2,1,2,99,180,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,1,2,99,180,1,0,1,1,0,137,25,0,0,1,608011156
1,-2,1,2,99,180,1,0,1,1,0,267,25,0,0,1,608011156
2,-2,1,2,99,180,1,0,4,0,0,3,25,0,0,1,608011156
1,-2,1,2,99,180,1,0,4,0,0,5,55,0,0,1,608011156
1,-2,1,2,99,180,1,0,4,0,1,5,25,0,0,1,608011156
1,-2,1,2,99,180,1,0,4,0,2,137,55,0,0,1,608011156
1,-2,1,2,99,365,1,0,0,0,0,5,18,0,0,1,608011156
1,-2,1,2,99,365,1,0,0,0,0,5,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,0,0,0,245,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,0,0,2,5,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,0,1,0,57,55,0,0,1,608011156
1,-2,1,2,99,365,1,0,0,1,2,3,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,0,1,2,5,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,0,1,2,56,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,1,1,0,2,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,1,1,0,3,55,0,0,1,608011156
1,-2,1,2,99,365,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,1,1,0,346,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,1,1,1,56,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,1,1,2,5,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,1,1,2,15,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,4,0,0,3,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,4,0,0,5,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,4,0,0,13,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,9,0,0,3,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,9,0,0,5,25,0,0,1,608011156
1,-2,1,2,99,365,1,0,9,1,0,5,55,0,0,1,608011156
1,-2,1,2,99,365,1,1,0,1,2,3,55,0,0,1,608011156
2,-2,1,2,99,547,1,0,0,0,0,3,25,0,0,1,608011156
1,-2,1,2,99,547,1,0,0,0,0,3,55,0,0,1,608011156
1,-2,1,2,99,547,1,0,0,0,0,5,55,0,0,1,608011156
1,-2,1,2,99,547,1,0,0,0,0,35,24,0,0,1,608011156
2,-2,1,2,99,547,1,0,0,0,0,56,25,0,0,1,608011156
2,-2,1,2,99,547,1,0,0,1,0,3,25,0,0,1,608011156
1,-2,1,2,99,547,1,0,0,1,0,5,18,0,0,1,608011156
1,-2,1,2,99,547,1,0,0,1,2,5,25,0,0,1,608011156
1,-2,1,2,99,547,1,0,0,1,2,15,25,0,0,1,608011156
1,-2,1,2,99,547,1,0,1,1,0,357,25,0,0,1,608011156
1,-2,1,2,99,547,1,0,4,0,0,2,25,0,0,1,608011156
1,-2,1,2,99,547,1,0,4,0,0,3,25,0,0,1,608011156
1,-2,1,2,99,547,1,0,4,0,0,56,25,0,0,1,608011156
1,-2,1,2,99,547,1,0,4,0,2,5,25,0,0,1,608011156
1,-2,1,2,99,547,2,0,0,0,0,126,25,1,0,1,608011156
1,-2,1,2,99,547,2,0,9,1,2,5,25,1,0,1,608011156
1,-2,1,2,99,730,1,0,0,0,0,3,25,0,0,1,608011156
3,-2,1,2,99,730,1,0,0,0,0,5,25,0,0,1,608011156
1,-2,1,2,99,730,1,0,0,0,0,5,55,0,0,1,608011156
1,-2,1,2,99,730,1,0,0,0,1,245,25,0,0,1,608011156
1,-2,1,2,99,730,1,0,0,1,0,3,25,0,0,1,608011156
1,-2,1,2,99,730,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,1,2,99,730,1,0,0,1,2,5,25,0,0,1,608011156
2,-2,1,2,99,730,1,0,1,1,0,3,25,0,0,1,608011156
1,-2,1,2,99,730,1,0,1,1,0,5,55,0,0,1,608011156
1,-2,1,2,99,730,1,0,1,1,0,125,25,0,0,1,608011156
1,-2,1,2,99,730,1,0,1,1,0,136,25,0,0,1,608011156
1,-2,1,2,99,730,1,0,1,1,1,5,25,0,0,1,608011156
1,-2,1,2,99,730,1,0,4,0,0,5,25,0,0,1,608011156
1,-2,1,2,99,730,1,0,4,0,0,5,55,0,0,1,608011156
1,-2,1,2,99,730,1,0,9,1,0,5,55,0,0,1,608011156
1,-2,1,2,99,730,1,0,9,1,0,15,24,0,0,1,608011156
2,-2,1,2,101,-1,1,0,0,0,0,3,25,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,0,0,5,24,0,0,1,608011156
3,-2,1,2,101,-1,1,0,0,0,0,5,25,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,0,0,167,25,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,0,0,234,24,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,0,1,3,25,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,0,2,3,24,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,0,2,56,25,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,1,0,3,25,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,1,0,3,55,0,0,1,608011156
4,-2,1,2,101,-1,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,1,0,5,25,1,0,1,608011156
2,-2,1,2,101,-1,1,0,0,1,0,5,55,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,1,0,34,25,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,1,0,98,55,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,1,0,124,55,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,1,1,3,25,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,1,1,3,55,0,0,1,608011156
2,-2,1,2,101,-1,1,0,0,1,1,5,25,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,1,2,2,25,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,1,2,5,18,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,1,2,5,25,0,0,1,608011156
1,-2,1,2,101,-1,1,0,0,1,3,5,55,0,0,1,608011156
2,-2,1,2,101,-1,1,0,1,1,0,5,25,0,0,1,608011156
3,-2,1,2,101,-1,1,0,1,1,0,5,55,0,0,1,608011156
1,-2,1,2,101,-1,1,0,1,1,0,124,55,0,0,1,608011156
1,-2,1,2,101,-1,1,0,1,1,2,37,25,0,0,1,608011156
1,-2,1,2,101,-1,1,0,4,0,0,3,24,0,0,1,608011156
2,-2,1,2,101,-1,1,0,4,0,0,5,25,0,0,1,608011156
1,-2,1,2,101,-1,1,0,4,0,0,5,55,0,0,1,608011156
1,-2,1,2,101,-1,1,0,9,1,0,3,25,0,0,1,608011156
1,-2,1,2,101,-1,1,0,9,1,0,5,18,0,0,1,608011156
1,-2,1,2,101,-1,1,0,9,1,0,5,55,0,0,1,608011156
1,-2,1,2,101,-1,1,1,0,0,0,56,25,0,0,1,608011156
1,-2,1,2,101,-1,1,1,0,1,0,5,25,0,0,1,608011156
1,-2,1,2,101,-1,1,1,4,0,0,256,25,0,0,1,608011156
1,-2,1,2,101,-1,2,0,0,0,0,3,25,1,0,1,608011156
1,-2,1,2,101,-1,2,0,0,1,0,3,25,1,1,1,608011156
1,-2,1,2,101,-1,2,0,0,1,1,3,25,1,0,1,608011156
1,-2,1,2,101,-1,3,0,1,1,0,3,-1,0,0,1,608011156
1,-2,1,2,101,60,1,0,0,1,0,12,25,0,0,1,608011156
1,-2,1,2,101,60,1,0,1,1,1,12,25,0,0,1,608011156
1,-2,1,2,101,90,1,0,0,0,2,3,25,0,0,1,608011156
1,-2,1,2,101,180,1,0,0,1,0,35,25,0,0,1,608011156
1,-2,1,2,101,180,1,0,0,1,0,146,25,0,0,1,608011156
1,-2,1,2,101,180,1,0,1,1,0,3,18,0,0,1,608011156
1,-2,1,2,101,180,1,0,1,1,2,5,25,0,0,1,608011156
1,-2,1,2,101,180,1,0,1,1,2,23,55,0,0,1,608011156
1,-2,1,2,101,365,1,0,1,1,2,5,55,0,0,1,608011156
1,-2,1,2,101,365,1,0,4,0,0,5,25,0,0,1,608011156
1,-2,1,2,101,365,2,0,4,0,1,3,25,1,0,1,608011156
1,-2,1,2,101,547,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,1,2,101,547,1,0,0,1,0,5,55,0,0,1,608011156
1,-2,1,2,101,547,1,0,0,1,0,345,25,0,0,1,608011156
1,-2,1,2,101,547,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,1,2,101,547,1,1,0,0,0,15,55,0,0,1,608011156
1,-2,1,2,101,730,1,0,0,0,0,5,25,0,0,1,608011156
1,-2,1,2,101,730,1,0,0,1,0,5,55,0,0,1,608011156
1,-2,1,2,101,730,1,0,1,1,2,3,25,0,0,1,608011156
1,-2,1,2,101,730,1,0,4,0,0,3,25,0,0,1,608011156
1,-2,1,2,116,-1,1,0,0,0,0,2,25,0,0,1,608011156
1,-2,1,2,116,-1,1,0,0,0,0,3,55,0,0,1,608011156
4,-2,1,2,116,-1,1,0,0,0,0,5,25,0,0,1,608011156
1,-2,1,2,116,-1,1,0,0,0,0,5,55,0,0,1,608011156
1,-2,1,2,116,-1,1,0,0,0,0,16,25,0,0,1,608011156
1,-2,1,2,116,-1,1,0,0,1,0,3,25,0,0,1,608011156
1,-2,1,2,116,-1,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,1,2,116,-1,1,0,0,1,0,98,25,0,0,1,608011156
1,-2,1,2,116,-1,1,0,0,1,0,145,25,0,0,1,608011156
1,-2,1,2,116,-1,1,0,0,1,2,1,55,0,0,1,608011156
1,-2,1,2,116,-1,1,0,1,1,0,2,55,0,0,1,608011156
2,-2,1,2,116,-1,1,0,1,1,0,3,25,0,0,1,608011156
2,-2,1,2,116,-1,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,1,2,116,-1,1,0,1,1,0,13,55,0,0,1,608011156
1,-2,1,2,116,-1,1,0,4,0,0,3,25,0,0,1,608011156
1,-2,1,2,116,-1,1,0,4,0,0,5,55,0,0,1,608011156
1,-2,1,2,116,-1,1,0,4,0,2,5,25,0,0,1,608011156
1,-2,1,2,116,30,1,0,1,1,2,5,25,0,0,1,608011156
1,-2,1,2,116,180,1,0,1,1,0,3,25,0,0,1,608011156
1,-2,1,2,116,180,1,0,4,0,0,47,55,0,0,1,608011156
1,-2,1,2,116,180,1,1,0,0,0,5,55,0,0,1,608011156
1,-2,1,2,116,365,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,1,2,116,365,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,1,2,116,365,1,0,1,1,2,5,25,0,0,1,608011156
1,-2,1,2,116,365,1,0,4,0,0,1,55,0,0,1,608011156
1,-2,1,2,116,365,1,0,4,0,0,56,55,0,0,1,608011156
1,-2,1,2,116,365,1,1,0,0,0,35,25,0,0,1,608011156
1,-2,1,2,116,730,1,0,4,0,0,3,25,0,0,1,608011156
1,-2,1,2,118,-1,1,0,4,0,2,256,25,0,0,1,608011156
1,-2,1,2,118,547,1,0,0,0,0,5,25,0,0,1,608011156
2,-2,1,2,204,-1,1,0,0,0,0,5,25,0,0,1,608011156
1,-2,1,2,204,-1,1,0,0,0,2,156,25,0,0,1,608011156
1,-2,1,2,204,-1,1,0,0,1,0,16,55,0,0,1,608011156
1,-2,1,2,204,-1,1,0,0,1,2,5,55,0,0,1,608011156
1,-2,1,2,204,-1,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,1,2,204,180,1,0,0,1,2,156,18,0,0,1,608011156
3,-2,1,2,205,-1,1,0,0,0,0,5,25,0,0,1,608011156
1,-2,1,2,205,-1,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,1,2,205,-1,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,1,2,205,-1,1,0,1,1,2,5,25,0,0,1,608011156
1,-2,1,2,205,-1,1,1,0,1,0,5,25,0,0,1,608011156
1,-2,1,2,205,-1,1,1,0,1,0,5,55,0,0,1,608011156
1,-2,1,2,205,-1,2,0,0,0,2,5,24,1,0,1,608011156
1,-2,1,2,205,60,1,0,0,0,0,3,25,0,0,1,608011156
1,-2,1,2,205,90,1,0,0,1,0,457,25,0,0,1,608011156
1,-2,1,2,206,-1,1,0,0,0,0,5,25,0,0,1,608011156
