ServicesID,EnrollmentID,PersonalID,DateProvided,RecordType,TypeProvided,OtherTypeProvided,MovingOnOtherType,SubTypeProvided,FAAmount,FAStartDate,FAEndDate,ReferralOutcome,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"SV123489","NBN10510401","C20028",2023-07-08,200,200,,,,,,,,2023-07-08 00:00:00,2023-07-08 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123490","NBN10510401","C20028",2023-07-09,200,200,,,,,,,,2023-07-09 00:00:00,2023-07-09 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123491","NBN10510401","C20028",2023-07-10,200,200,,,,,,,,2023-07-10 00:00:00,2023-07-10 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123492","NBN10510401","C20028",2023-07-11,200,200,,,,,,,,2023-07-11 00:00:00,2023-07-11 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123493","NBN10510401","C20028",2023-07-12,200,200,,,,,,,,2023-07-12 00:00:00,2023-07-12 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123494","NBN10510544","C20550",2023-07-12,200,200,,,,,,,,2023-07-12 00:00:00,2023-07-12 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123495","NBN10510544","C20550",2023-07-13,200,200,,,,,,,,2023-07-13 00:00:00,2023-07-13 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123496","NBN10510401","C20028",2023-07-13,200,200,,,,,,,,2023-07-13 00:00:00,2023-07-13 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123497","NBN10510401","C20028",2023-07-14,200,200,,,,,,,,2023-07-14 00:00:00,2023-07-14 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123498","NBN10510544","C20550",2023-07-14,200,200,,,,,,,,2023-07-14 00:00:00,2023-07-14 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123499","NBN10510401","C20028",2023-07-15,200,200,,,,,,,,2023-07-15 00:00:00,2023-07-15 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123500","NBN10510401","C20028",2023-07-16,200,200,,,,,,,,2023-07-16 00:00:00,2023-07-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123501","NBN10510544","C20550",2023-07-16,200,200,,,,,,,,2023-07-16 00:00:00,2023-07-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123502","NBN10510544","C20550",2023-07-17,200,200,,,,,,,,2023-07-17 00:00:00,2023-07-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123503","NBN10510545","C20553",2023-07-17,200,200,,,,,,,,2023-07-17 00:00:00,2023-07-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123504","NBN10510401","C20028",2023-07-17,200,200,,,,,,,,2023-07-17 00:00:00,2023-07-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123505","NBN10510401","C20028",2023-07-18,200,200,,,,,,,,2023-07-18 00:00:00,2023-07-18 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123506","NBN10510401","C20028",2023-07-19,200,200,,,,,,,,2023-07-19 00:00:00,2023-07-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123507","NBN10510401","C20028",2023-07-20,200,200,,,,,,,,2023-07-20 00:00:00,2023-07-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123508","NBN10510401","C20028",2023-07-21,200,200,,,,,,,,2023-07-21 00:00:00,2023-07-21 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123509","NBN10510401","C20028",2023-07-23,200,200,,,,,,,,2023-07-23 00:00:00,2023-07-23 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123510","NBN10510544","C20550",2023-07-23,200,200,,,,,,,,2023-07-23 00:00:00,2023-07-23 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123511","NBN10510544","C20550",2023-07-24,200,200,,,,,,,,2023-07-24 00:00:00,2023-07-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123512","NBN10510545","C20553",2023-07-24,200,200,,,,,,,,2023-07-24 00:00:00,2023-07-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123513","NBN10510401","C20028",2023-07-24,200,200,,,,,,,,2023-07-24 00:00:00,2023-07-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123514","NBN10510401","C20028",2023-07-25,200,200,,,,,,,,2023-07-25 00:00:00,2023-07-25 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123515","NBN10510595","C20673",2023-07-25,200,200,,,,,,,,2023-07-25 00:00:00,2023-07-25 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123516","NBN10510544","C20550",2023-07-26,200,200,,,,,,,,2023-07-26 00:00:00,2023-07-26 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123517","NBN10510401","C20028",2023-07-26,200,200,,,,,,,,2023-07-26 00:00:00,2023-07-26 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123518","NBN10510401","C20028",2023-07-27,200,200,,,,,,,,2023-07-27 00:00:00,2023-07-27 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123519","NBN10510629","C20760",2023-07-27,200,200,,,,,,,,2023-07-27 00:00:00,2023-07-27 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123520","NBN10510670","C13011",2023-07-27,200,200,,,,,,,,2023-07-27 00:00:00,2023-07-27 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123521","NBN10510670","C13011",2023-07-28,200,200,,,,,,,,2023-07-28 00:00:00,2023-07-28 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123522","NBN10510401","C20028",2023-07-28,200,200,,,,,,,,2023-07-28 00:00:00,2023-07-28 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123523","NBN10510401","C20028",2023-07-29,200,200,,,,,,,,2023-07-29 00:00:00,2023-07-29 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123524","NBN10510595","C20673",2023-07-29,200,200,,,,,,,,2023-07-29 00:00:00,2023-07-29 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123525","NBN10510671","C14883",2023-07-29,200,200,,,,,,,,2023-07-29 00:00:00,2023-07-29 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123526","NBN10510544","C20550",2023-07-30,200,200,,,,,,,,2023-07-30 00:00:00,2023-07-30 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123527","NBN10510401","C20028",2023-07-30,200,200,,,,,,,,2023-07-30 00:00:00,2023-07-30 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123528","NBN10510670","C13011",2023-07-30,200,200,,,,,,,,2023-07-30 00:00:00,2023-07-30 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123529","NBN10510401","C20028",2023-07-31,200,200,,,,,,,,2023-07-31 00:00:00,2023-07-31 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123530","NBN10510719","C16494",2023-07-31,200,200,,,,,,,,2023-07-31 00:00:00,2023-07-31 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123531","NBN10510671","C14883",2023-07-31,200,200,,,,,,,,2023-07-31 00:00:00,2023-07-31 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123532","NBN10510671","C14883",2023-08-01,200,200,,,,,,,,2023-08-01 00:00:00,2023-08-01 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123533","NBN10510719","C16494",2023-08-01,200,200,,,,,,,,2023-08-01 00:00:00,2023-08-01 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123534","NBN10510401","C20028",2023-08-01,200,200,,,,,,,,2023-08-01 00:00:00,2023-08-01 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123535","NBN10510401","C20028",2023-08-02,200,200,,,,,,,,2023-08-02 00:00:00,2023-08-02 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123536","NBN10510629","C20760",2023-08-02,200,200,,,,,,,,2023-08-02 00:00:00,2023-08-02 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123537","NBN10510666","C20781",2023-08-02,200,200,,,,,,,,2023-08-02 00:00:00,2023-08-02 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123538","NBN10510629","C20760",2023-08-03,200,200,,,,,,,,2023-08-03 00:00:00,2023-08-03 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123539","NBN10510401","C20028",2023-08-03,200,200,,,,,,,,2023-08-03 00:00:00,2023-08-03 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123540","NBN10510545","C20553",2023-08-03,200,200,,,,,,,,2023-08-03 00:00:00,2023-08-03 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123541","NBN10510719","C16494",2023-08-03,200,200,,,,,,,,2023-08-03 00:00:00,2023-08-03 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123542","NBN10510670","C13011",2023-08-03,200,200,,,,,,,,2023-08-03 00:00:00,2023-08-03 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123543","NBN10510670","C13011",2023-08-04,200,200,,,,,,,,2023-08-04 00:00:00,2023-08-04 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123544","NBN10510752","C20934",2023-08-04,200,200,,,,,,,,2023-08-04 00:00:00,2023-08-04 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123545","NBN10510544","C20550",2023-08-04,200,200,,,,,,,,2023-08-04 00:00:00,2023-08-04 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123546","NBN10510595","C20673",2023-08-04,200,200,,,,,,,,2023-08-04 00:00:00,2023-08-04 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123547","NBN10510629","C20760",2023-08-04,200,200,,,,,,,,2023-08-04 00:00:00,2023-08-04 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123548","NBN10510756","C12390",2023-08-04,200,200,,,,,,,,2023-08-04 00:00:00,2023-08-04 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123549","NBN10510754","C13674",2023-08-05,200,200,,,,,,,,2023-08-05 00:00:00,2023-08-05 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123550","NBN10510401","C20028",2023-08-05,200,200,,,,,,,,2023-08-05 00:00:00,2023-08-05 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123551","NBN10510719","C16494",2023-08-05,200,200,,,,,,,,2023-08-05 00:00:00,2023-08-05 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123552","NBN10510670","C13011",2023-08-05,200,200,,,,,,,,2023-08-05 00:00:00,2023-08-05 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123553","NBN10510670","C13011",2023-08-06,200,200,,,,,,,,2023-08-06 00:00:00,2023-08-06 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123554","NBN10510782","C17853",2023-08-06,200,200,,,,,,,,2023-08-06 00:00:00,2023-08-06 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123555","NBN10510401","C20028",2023-08-06,200,200,,,,,,,,2023-08-06 00:00:00,2023-08-06 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123556","NBN10510765","C20952",2023-08-06,200,200,,,,,,,,2023-08-06 00:00:00,2023-08-06 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123557","NBN10510754","C13674",2023-08-06,200,200,,,,,,,,2023-08-06 00:00:00,2023-08-06 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123558","NBN10510754","C13674",2023-08-07,200,200,,,,,,,,2023-08-07 00:00:00,2023-08-07 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123559","NBN10510401","C20028",2023-08-07,200,200,,,,,,,,2023-08-07 00:00:00,2023-08-07 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123560","NBN10510595","C20673",2023-08-07,200,200,,,,,,,,2023-08-07 00:00:00,2023-08-07 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123561","NBN10510670","C13011",2023-08-07,200,200,,,,,,,,2023-08-07 00:00:00,2023-08-07 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123562","NBN10510752","C20934",2023-08-07,200,200,,,,,,,,2023-08-07 00:00:00,2023-08-07 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123563","NBN10510789","C20499",2023-08-08,200,200,,,,,,,,2023-08-08 00:00:00,2023-08-08 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123564","NBN10510629","C20760",2023-08-08,200,200,,,,,,,,2023-08-08 00:00:00,2023-08-08 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123565","NBN10510782","C17853",2023-08-08,200,200,,,,,,,,2023-08-08 00:00:00,2023-08-08 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123566","NBN10510803","C14898",2023-08-08,200,200,,,,,,,,2023-08-08 00:00:00,2023-08-08 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123567","NBN10510719","C16494",2023-08-08,200,200,,,,,,,,2023-08-08 00:00:00,2023-08-08 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123568","NBN10510754","C13674",2023-08-08,200,200,,,,,,,,2023-08-08 00:00:00,2023-08-08 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123569","NBN10510753","C13671",2023-08-08,200,200,,,,,,,,2023-08-08 00:00:00,2023-08-08 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123570","NBN10510802","C13350",2023-08-08,200,200,,,,,,,,2023-08-08 00:00:00,2023-08-08 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123571","NBN10510802","C13350",2023-08-09,200,200,,,,,,,,2023-08-09 00:00:00,2023-08-09 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123572","NBN10510801","C11037",2023-08-09,200,200,,,,,,,,2023-08-09 00:00:00,2023-08-09 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123573","NBN10510754","C13674",2023-08-09,200,200,,,,,,,,2023-08-09 00:00:00,2023-08-09 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123574","NBN10510805","C13011",2023-08-09,200,200,,,,,,,,2023-08-09 00:00:00,2023-08-09 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123575","NBN10510719","C16494",2023-08-09,200,200,,,,,,,,2023-08-09 00:00:00,2023-08-09 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123576","NBN10510803","C14898",2023-08-09,200,200,,,,,,,,2023-08-09 00:00:00,2023-08-09 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123577","NBN10510782","C17853",2023-08-09,200,200,,,,,,,,2023-08-09 00:00:00,2023-08-09 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123578","NBN10510765","C20952",2023-08-09,200,200,,,,,,,,2023-08-09 00:00:00,2023-08-09 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123579","NBN10510595","C20673",2023-08-09,200,200,,,,,,,,2023-08-09 00:00:00,2023-08-09 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123580","NBN10510401","C20028",2023-08-09,200,200,,,,,,,,2023-08-09 00:00:00,2023-08-09 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123581","NBN10510401","C20028",2023-08-10,200,200,,,,,,,,2023-08-10 00:00:00,2023-08-10 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123582","NBN10510789","C20499",2023-08-10,200,200,,,,,,,,2023-08-10 00:00:00,2023-08-10 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123583","NBN10510765","C20952",2023-08-10,200,200,,,,,,,,2023-08-10 00:00:00,2023-08-10 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123584","NBN10510803","C14898",2023-08-10,200,200,,,,,,,,2023-08-10 00:00:00,2023-08-10 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123585","NBN10510719","C16494",2023-08-10,200,200,,,,,,,,2023-08-10 00:00:00,2023-08-10 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123586","NBN10510805","C13011",2023-08-10,200,200,,,,,,,,2023-08-10 00:00:00,2023-08-10 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123587","NBN10510754","C13674",2023-08-10,200,200,,,,,,,,2023-08-10 00:00:00,2023-08-10 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123588","NBN10510802","C13350",2023-08-10,200,200,,,,,,,,2023-08-10 00:00:00,2023-08-10 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123589","NBN10510804","C11091",2023-08-10,200,200,,,,,,,,2023-08-10 00:00:00,2023-08-10 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123590","NBN10510752","C20934",2023-08-11,200,200,,,,,,,,2023-08-11 00:00:00,2023-08-11 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123591","NBN10510802","C13350",2023-08-11,200,200,,,,,,,,2023-08-11 00:00:00,2023-08-11 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123592","NBN10510754","C13674",2023-08-11,200,200,,,,,,,,2023-08-11 00:00:00,2023-08-11 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123593","NBN10510753","C13671",2023-08-11,200,200,,,,,,,,2023-08-11 00:00:00,2023-08-11 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123594","NBN10510805","C13011",2023-08-11,200,200,,,,,,,,2023-08-11 00:00:00,2023-08-11 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123595","NBN10510719","C16494",2023-08-11,200,200,,,,,,,,2023-08-11 00:00:00,2023-08-11 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123596","NBN10510803","C14898",2023-08-11,200,200,,,,,,,,2023-08-11 00:00:00,2023-08-11 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123597","NBN10510782","C17853",2023-08-11,200,200,,,,,,,,2023-08-11 00:00:00,2023-08-11 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123598","NBN10510765","C20952",2023-08-11,200,200,,,,,,,,2023-08-11 00:00:00,2023-08-11 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123599","NBN10510789","C20499",2023-08-11,200,200,,,,,,,,2023-08-11 00:00:00,2023-08-11 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123600","NBN10510821","C19263",2023-08-11,200,200,,,,,,,,2023-08-11 00:00:00,2023-08-11 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123601","NBN10510801","C11037",2023-08-11,200,200,,,,,,,,2023-08-11 00:00:00,2023-08-11 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123602","NBN10510821","C19263",2023-08-12,200,200,,,,,,,,2023-08-12 00:00:00,2023-08-12 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123603","NBN10510401","C20028",2023-08-12,200,200,,,,,,,,2023-08-12 00:00:00,2023-08-12 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123604","NBN10510789","C20499",2023-08-12,200,200,,,,,,,,2023-08-12 00:00:00,2023-08-12 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123605","NBN10510803","C14898",2023-08-12,200,200,,,,,,,,2023-08-12 00:00:00,2023-08-12 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123606","NBN10510805","C13011",2023-08-12,200,200,,,,,,,,2023-08-12 00:00:00,2023-08-12 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123607","NBN10510754","C13674",2023-08-12,200,200,,,,,,,,2023-08-12 00:00:00,2023-08-12 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123608","NBN10510802","C13350",2023-08-12,200,200,,,,,,,,2023-08-12 00:00:00,2023-08-12 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123609","NBN10510752","C20934",2023-08-12,200,200,,,,,,,,2023-08-12 00:00:00,2023-08-12 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123610","NBN10510804","C11091",2023-08-12,200,200,,,,,,,,2023-08-12 00:00:00,2023-08-12 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123611","NBN10510801","C11037",2023-08-12,200,200,,,,,,,,2023-08-12 00:00:00,2023-08-12 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123612","NBN10510804","C11091",2023-08-13,200,200,,,,,,,,2023-08-13 00:00:00,2023-08-13 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123613","NBN10510801","C11037",2023-08-13,200,200,,,,,,,,2023-08-13 00:00:00,2023-08-13 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123614","NBN10510802","C13350",2023-08-13,200,200,,,,,,,,2023-08-13 00:00:00,2023-08-13 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123615","NBN10510753","C13671",2023-08-13,200,200,,,,,,,,2023-08-13 00:00:00,2023-08-13 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123616","NBN10510805","C13011",2023-08-13,200,200,,,,,,,,2023-08-13 00:00:00,2023-08-13 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123617","NBN10510671","C14883",2023-08-13,200,200,,,,,,,,2023-08-13 00:00:00,2023-08-13 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123618","NBN10510803","C14898",2023-08-13,200,200,,,,,,,,2023-08-13 00:00:00,2023-08-13 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123619","NBN10510782","C17853",2023-08-13,200,200,,,,,,,,2023-08-13 00:00:00,2023-08-13 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV123620","NBN10510401","C20028",2023-08-13,200,200,,,,,,,,2023-08-13 00:00:00,2023-08-13 00:00:00,"NBN105U",,"LSAv8TestAug011223"
