HAV13711815,C15582,HAV13711815HH1,1,HAV137,1/8/1900,12/10/2021,NULL,2/8/2022,NULL,3/5/1900,65,3/5/1900,65,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13713157,C23337,HAV13713157HH1,1,HAV137,1/8/1900,1/28/2022,NULL,3/14/2022,NULL,2/23/1900,54,2/23/1900,54,1,10,0,0,0,0,0,0,0,0,1,0,3.4.6
HAV13714723,C24504,HAV13714723HH1,1,HAV137,1/8/1900,4/7/2022,NULL,4/26/2022,NULL,2/3/1900,34,2/3/1900,34,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13714832,C19236,HAV13714832HH1,1,HAV137,1/8/1900,4/22/2022,NULL,11/2/2022,NULL,3/5/1900,65,3/5/1900,65,1,10,0,0,0,0,0,0,0,0,1,0,3.4.6
HAV13715202,C16749,HAV13715202HH1,1,HAV137,1/8/1900,6/10/2022,NULL,9/1/2022,NULL,3/4/1900,64,3/4/1900,64,1,10,0,0,0,0,0,0,0,0,1,0,3.4.6
HAV13715455,C25656,HAV13715455HH1,1,HAV137,1/8/1900,7/8/2022,NULL,7/22/2022,NULL,2/3/1900,34,2/3/1900,34,1,10,0,0,0,0,0,0,0,0,1,1,3.4.7
HAV13715473,C25884,HAV13715473HH1,1,HAV137,1/8/1900,7/14/2022,NULL,12/30/2022,NULL,3/4/1900,64,3/4/1900,64,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13715497,C22656,HAV13715497HH1,1,HAV137,1/8/1900,7/15/2022,NULL,7/29/2022,NULL,2/13/1900,44,2/13/1900,44,1,10,0,0,0,0,0,0,0,0,1,0,3.4.6
HAV13715555,C19677,HAV13715555HH1,1,HAV137,1/8/1900,7/22/2022,NULL,9/5/2022,NULL,3/4/1900,64,3/4/1900,64,1,10,0,0,0,0,0,0,0,0,0,1,3.4.7
HAV13715569,C12726,HAV13715569HH1,1,HAV137,1/8/1900,7/23/2022,NULL,12/18/2022,NULL,2/23/1900,54,2/23/1900,54,1,3,0,0,0,0,0,0,0,0,0,1,3.4.7
HAV13715762,C19296,HAV13715762HH1,1,HAV137,1/8/1900,8/21/2022,NULL,3/15/2024,NULL,3/4/1900,64,3/4/1900,64,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13715827,C11502,HAV13715827HH1,1,HAV137,1/8/1900,8/28/2022,NULL,3/29/2023,NULL,3/4/1900,64,3/4/1900,64,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13715907,C26841,HAV13715907HH1,1,HAV137,1/8/1900,9/8/2022,NULL,6/5/2023,NULL,2/13/1900,44,2/13/1900,44,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13717051,C28233,HAV13717051HH1,1,HAV137,1/8/1900,12/17/2022,NULL,4/17/2023,NULL,3/5/1900,65,3/5/1900,65,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13717182,C28815,HAV13717182HH1,1,HAV137,1/8/1900,12/28/2022,NULL,3/16/2023,NULL,2/13/1900,44,2/13/1900,44,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13717385,C28764,HAV13717385HH1,1,HAV137,1/8/1900,1/13/2023,NULL,3/8/2023,NULL,2/23/1900,54,2/23/1900,54,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13717414,C18102,HAV13717414HH1,1,HAV137,1/8/1900,1/14/2023,NULL,8/28/2023,NULL,3/4/1900,64,3/4/1900,64,1,2,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13718326,C29028,HAV13718326HH1,1,HAV137,1/8/1900,3/25/2023,NULL,10/12/2023,NULL,2/13/1900,44,2/13/1900,44,1,2,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13718402,C30528,HAV13718402HH1,1,HAV137,1/8/1900,3/31/2023,NULL,8/29/2023,NULL,2/13/1900,44,2/13/1900,44,1,2,0,0,0,0,0,0,0,0,0,1,3.4.7
HAV13719762,C31461,HAV13719762HH1,1,HAV137,1/8/1900,7/21/2023,NULL,2/21/2024,NULL,3/4/1900,64,3/4/1900,64,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13720655,C30528,HAV13720655HH1,1,HAV137,1/8/1900,9/16/2023,NULL,10/12/2023,NULL,2/13/1900,44,2/13/1900,44,1,2,0,0,0,0,0,0,0,0,1,1,3.4.7
HAV13721313,C19674,HAV13721313HH1,1,HAV137,1/8/1900,10/20/2023,NULL,5/4/2024,NULL,2/23/1900,54,2/23/1900,54,1,10,0,0,0,0,0,0,0,0,1,0,3.4.6
HAV13721471,C19677,HAV13721471HH1,1,HAV137,1/8/1900,10/27/2023,NULL,1/19/2024,NULL,3/4/1900,64,3/4/1900,64,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13721912,C19347,HAV13721912HH1,1,HAV137,1/8/1900,11/15/2023,NULL,4/30/2024,NULL,3/4/1900,64,3/4/1900,64,0,10,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13721913,C15204,HAV13721913HH1,1,HAV137,1/8/1900,11/15/2023,NULL,4/9/2024,NULL,2/23/1900,54,2/23/1900,54,1,10,0,0,0,0,0,0,0,0,1,0,3.4.6
HAV13721988,C35553,HAV13721988HH1,1,HAV137,1/8/1900,11/17/2023,NULL,3/19/2024,NULL,3/4/1900,64,3/4/1900,64,0,10,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13722286,C35694,HAV13722286HH1,1,HAV137,1/8/1900,12/2/2023,NULL,5/7/2024,NULL,2/13/1900,44,2/13/1900,44,1,10,0,0,0,0,0,0,0,0,0,1,3.4.7
HAV13722622,C18150,HAV13722622HH1,1,HAV137,1/8/1900,12/15/2023,NULL,9/7/2024,NULL,3/4/1900,64,3/4/1900,64,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13722647,C29331,HAV13722647HH1,1,HAV137,1/8/1900,12/16/2023,NULL,9/15/2024,NULL,3/5/1900,65,3/5/1900,65,0,10,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13723350,C17211,HAV13723350HH1,1,HAV137,1/8/1900,1/19/2024,NULL,2/21/2024,NULL,3/4/1900,64,3/4/1900,64,0,10,0,0,0,0,0,0,0,0,0,0,3.5.5
HAV13723848,C37566,HAV13723848HH1,1,HAV137,1/8/1900,2/7/2024,NULL,8/23/2024,NULL,2/23/1900,54,2/23/1900,54,0,10,0,0,0,0,0,0,0,0,0,1,3.4.7
HAV13724125,C21072,HAV13724125HH1,1,HAV137,1/8/1900,2/17/2024,NULL,8/13/2024,NULL,3/4/1900,64,3/4/1900,64,1,10,0,0,0,0,0,0,0,0,1,0,3.4.6
HAV13724320,C12747,HAV13724320HH1,1,HAV137,1/8/1900,2/25/2024,NULL,5/4/2024,NULL,2/13/1900,44,2/13/1900,44,0,10,0,0,0,0,0,0,0,0,1,0,3.4.6
HAV13727179,C18102,HAV13727179HH1,1,HAV137,1/8/1900,7/11/2024,NULL,7/30/2024,NULL,3/5/1900,65,3/5/1900,65,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510401,C20028,NBN10510401HH1,1,NBN105,1/1/1900,7/29/2021,NULL,11/1/2021,10/31/2021,2/23/1900,54,2/23/1900,2/23/1900,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510544,C20550,NBN10510544HH1,1,NBN105,1/1/1900,9/7/2021,NULL,10/1/2021,9/30/2021,3/4/1900,64,3/4/1900,3/4/1900,0,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510545,C20553,NBN10510545HH1,1,NBN105,1/1/1900,9/12/2021,NULL,11/8/2021,11/7/2021,3/5/1900,65,3/5/1900,3/5/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510595,C20673,NBN10510595HH1,1,NBN105,1/1/1900,9/20/2021,NULL,10/6/2021,10/5/2021,2/3/1900,34,2/3/1900,2/3/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510629,C20760,NBN10510629HH1,1,NBN105,1/1/1900,9/22/2021,NULL,10/22/2021,10/21/2021,2/23/1900,54,2/23/1900,2/23/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510666,C20781,NBN10510666HH1,1,NBN105,1/1/1900,9/28/2021,NULL,9/29/2021,9/28/2021,3/4/1900,64,3/4/1900,3/4/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510670,C13011,NBN10510670HH1,1,NBN105,1/1/1900,9/22/2021,NULL,10/4/2021,10/3/2021,2/23/1900,54,2/23/1900,2/23/1900,1,10,0,0,0,0,0,0,0,0,1,0,3.4.6
NBN10510671,C14883,NBN10510671HH1,1,NBN105,1/1/1900,9/24/2021,NULL,10/17/2021,10/16/2021,2/23/1900,54,2/23/1900,2/23/1900,1,NULL,0,0,0,0,0,0,0,0,1,1,3.4.7
NBN10510719,C16494,NBN10510719HH1,1,NBN105,1/1/1900,9/26/2021,NULL,10/31/2021,10/30/2021,2/3/1900,34,2/3/1900,2/3/1900,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510752,C20934,NBN10510752HH4,1,NBN105,1/1/1900,9/30/2021,NULL,12/2/2021,12/1/2021,3/4/1900,64,3/4/1900,3/4/1900,0,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510753,C13671,NBN10510752HH4,2,NBN105,1/1/1900,10/4/2021,NULL,11/29/2021,11/28/2021,1/17/1900,17,1/17/1900,1/17/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510754,C13674,NBN10510752HH4,2,NBN105,1/1/1900,10/1/2021,NULL,12/2/2021,12/1/2021,1/17/1900,17,1/17/1900,1/17/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510804,C11091,NBN10510752HH4,2,NBN105,1/1/1900,10/6/2021,NULL,12/1/2021,11/30/2021,1/21/1900,21,1/21/1900,1/21/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510756,C12390,NBN10510756HH1,1,NBN105,1/1/1900,9/30/2021,NULL,10/24/2021,10/23/2021,2/13/1900,44,2/13/1900,2/13/1900,1,1,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510765,C20952,NBN10510765HH1,1,NBN105,1/1/1900,10/2/2021,NULL,10/8/2021,10/7/2021,3/4/1900,64,3/4/1900,3/4/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510782,C17853,NBN10510782HH1,1,NBN105,1/1/1900,10/2/2021,NULL,10/13/2021,10/12/2021,3/4/1900,64,3/4/1900,3/4/1900,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510789,C20499,NBN10510789HH1,1,NBN105,1/1/1900,10/4/2021,NULL,11/20/2021,11/19/2021,2/23/1900,54,2/23/1900,2/23/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510801,C11037,NBN10510801HH3,1,NBN105,1/1/1900,10/5/2021,NULL,10/18/2021,10/17/2021,2/3/1900,34,2/3/1900,2/3/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510802,C13350,NBN10510801HH3,2,NBN105,1/1/1900,10/5/2021,NULL,10/18/2021,10/17/2021,1/17/1900,17,1/17/1900,1/17/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510803,C14898,NBN10510801HH3,2,NBN105,1/1/1900,10/5/2021,NULL,10/18/2021,10/17/2021,1/2/1900,2,1/2/1900,1/2/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510805,C13011,NBN10510805HH1,1,NBN105,1/1/1900,10/5/2021,NULL,11/16/2021,11/15/2021,2/23/1900,54,2/23/1900,2/23/1900,1,10,0,0,0,0,0,0,0,0,1,0,3.4.6
NBN10510821,C19263,NBN10510821HH1,1,NBN105,1/1/1900,10/7/2021,NULL,11/1/2021,10/31/2021,2/23/1900,54,2/23/1900,2/23/1900,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510840,C21141,NBN10510840HH1,1,NBN105,1/1/1900,10/9/2021,NULL,11/19/2021,11/18/2021,3/4/1900,64,3/4/1900,3/4/1900,0,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510847,C21123,NBN10510847HH1,1,NBN105,1/1/1900,10/11/2021,NULL,11/29/2021,11/28/2021,2/23/1900,54,2/23/1900,2/23/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510861,C12396,NBN10510861HH2,1,NBN105,1/1/1900,10/15/2021,NULL,10/27/2021,10/26/2021,1/24/1900,24,1/24/1900,1/24/1900,1,NULL,0,0,0,0,0,0,0,0,0,1,3.4.7
NBN10510862,C21126,NBN10510861HH2,2,NBN105,1/1/1900,10/15/2021,NULL,10/26/2021,10/25/2021,1/0/1900,0,1/0/1900,1/0/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510863,C20505,NBN10510863HH1,1,NBN105,1/1/1900,10/14/2021,NULL,11/5/2021,11/4/2021,3/4/1900,64,3/4/1900,3/4/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510864,C11043,NBN10510864HH1,1,NBN105,1/1/1900,10/13/2021,NULL,10/31/2021,10/30/2021,3/4/1900,64,3/4/1900,3/4/1900,1,10,0,0,0,0,0,0,0,0,0,1,3.4.7
NBN10510880,C21180,NBN10510880HH1,1,NBN105,1/1/1900,10/16/2021,NULL,3/13/2022,3/12/2022,3/4/1900,64,3/4/1900,3/4/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510884,C19527,NBN10510884HH1,1,NBN105,1/1/1900,10/16/2021,NULL,11/12/2021,11/11/2021,2/3/1900,34,2/3/1900,2/3/1900,1,10,0,0,0,0,0,0,0,0,1,0,3.4.6
NBN10510889,C21204,NBN10510889HH1,1,NBN105,1/1/1900,10/18/2021,NULL,10/23/2021,10/22/2021,2/23/1900,54,2/23/1900,2/23/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510896,C17532,NBN10510896HH1,1,NBN105,1/1/1900,10/18/2021,NULL,11/22/2021,11/21/2021,1/24/1900,24,1/24/1900,1/24/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510898,C14919,NBN10510898HH1,1,NBN105,1/1/1900,10/18/2021,NULL,10/19/2021,10/18/2021,2/23/1900,54,2/23/1900,2/23/1900,1,NULL,0,0,0,0,0,0,0,0,1,0,3.4.6
NBN10510911,C21207,NBN10510911HH1,1,NBN105,1/1/1900,10/24/2021,NULL,12/2/2021,12/1/2021,3/4/1900,64,3/4/1900,3/4/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510918,C20454,NBN10510918HH1,1,NBN105,1/1/1900,10/21/2021,NULL,10/28/2021,10/27/2021,2/23/1900,54,2/23/1900,2/23/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510919,C19464,NBN10510919HH1,1,NBN105,1/1/1900,10/20/2021,NULL,10/27/2021,10/26/2021,2/13/1900,44,2/13/1900,2/13/1900,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510938,C14949,NBN10510938HH1,1,NBN105,1/1/1900,10/22/2021,NULL,11/9/2021,11/8/2021,3/4/1900,64,3/4/1900,3/4/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510966,C18486,NBN10510966HH1,1,NBN105,1/1/1900,10/23/2021,NULL,11/3/2021,11/2/2021,2/23/1900,54,2/23/1900,2/23/1900,1,1,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510969,C13164,NBN10510969HH1,1,NBN105,1/1/1900,10/23/2021,NULL,11/4/2021,11/3/2021,2/23/1900,54,2/23/1900,2/23/1900,0,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510974,C14883,NBN10510974HH1,1,NBN105,1/1/1900,10/24/2021,NULL,11/3/2021,11/2/2021,2/23/1900,54,2/23/1900,2/23/1900,1,10,0,0,0,0,0,0,0,0,1,1,3.4.7
NBN10510975,C20547,NBN10510975HH1,1,NBN105,1/1/1900,10/25/2021,NULL,12/4/2021,12/3/2021,1/24/1900,24,1/24/1900,1/24/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510981,C21288,NBN10510981HH1,1,NBN105,1/1/1900,10/26/2021,NULL,12/19/2021,12/18/2021,2/13/1900,44,2/13/1900,2/13/1900,0,1,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10510982,C12390,NBN10510982HH1,1,NBN105,1/1/1900,10/27/2021,NULL,11/9/2021,11/8/2021,2/13/1900,44,2/13/1900,2/13/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511014,C21459,NBN10511014HH1,1,NBN105,1/1/1900,11/1/2021,NULL,12/17/2021,12/16/2021,1/24/1900,24,1/24/1900,1/24/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511015,C20991,NBN10511015HH1,1,NBN105,1/1/1900,10/30/2021,NULL,11/22/2021,11/21/2021,1/24/1900,24,1/24/1900,1/24/1900,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511044,C16638,NBN10511044HH1,1,NBN105,1/1/1900,11/11/2021,NULL,12/19/2021,12/18/2021,2/3/1900,34,2/3/1900,2/3/1900,1,NULL,0,0,0,0,0,0,0,0,1,0,3.4.6
NBN10511067,C20736,NBN10511067HH1,1,NBN105,1/1/1900,11/1/2021,NULL,11/9/2021,11/8/2021,2/23/1900,54,2/23/1900,2/23/1900,0,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511071,C12396,NBN10511071HH2,1,NBN105,1/1/1900,11/1/2021,NULL,12/27/2021,12/26/2021,1/24/1900,24,1/24/1900,1/24/1900,1,2,0,0,0,0,0,0,0,0,0,1,3.4.7
NBN10511072,C21126,NBN10511071HH2,2,NBN105,1/1/1900,11/5/2021,NULL,12/27/2021,12/26/2021,1/0/1900,0,1/0/1900,1/0/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511083,C19461,NBN10511083HH1,1,NBN105,1/1/1900,11/2/2021,NULL,11/3/2021,11/2/2021,2/23/1900,54,2/23/1900,2/23/1900,1,2,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511084,C21567,NBN10511084HH1,1,NBN105,1/1/1900,11/2/2021,NULL,12/5/2021,12/4/2021,2/23/1900,54,2/23/1900,2/23/1900,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511116,C21570,NBN10511116HH1,1,NBN105,1/1/1900,11/4/2021,NULL,11/14/2021,11/13/2021,2/13/1900,44,2/13/1900,2/13/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511127,C18486,NBN10511127HH1,1,NBN105,1/1/1900,11/13/2021,NULL,11/23/2021,11/22/2021,2/23/1900,54,2/23/1900,2/23/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511134,C21684,NBN10511134HH1,1,NBN105,1/1/1900,11/6/2021,NULL,11/7/2021,11/6/2021,2/3/1900,34,2/3/1900,2/3/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511136,C19023,NBN10511136HH1,1,NBN105,1/1/1900,11/6/2021,NULL,11/11/2021,11/10/2021,2/3/1900,34,2/3/1900,2/3/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511137,C19956,NBN10511137HH1,1,NBN105,1/1/1900,11/4/2021,NULL,11/20/2021,11/19/2021,2/13/1900,44,2/13/1900,2/13/1900,0,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511139,C22401,NBN10511139HH1,1,NBN105,1/1/1900,11/5/2021,NULL,12/27/2021,12/26/2021,3/4/1900,64,3/4/1900,3/4/1900,0,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511151,C21186,NBN10511151HH1,1,NBN105,1/1/1900,11/6/2021,NULL,11/12/2021,11/11/2021,3/4/1900,64,3/4/1900,3/4/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511152,C18147,NBN10511152HH1,1,NBN105,1/1/1900,11/5/2021,NULL,11/28/2021,11/27/2021,3/5/1900,65,3/5/1900,3/5/1900,1,2,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511198,C13164,NBN10511198HH1,1,NBN105,1/1/1900,11/11/2021,NULL,11/14/2021,11/13/2021,2/23/1900,54,2/23/1900,2/23/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511207,C22635,NBN10511207HH1,1,NBN105,1/1/1900,11/10/2021,NULL,11/21/2021,11/20/2021,2/23/1900,54,2/23/1900,2/23/1900,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511208,C18762,NBN10511208HH1,1,NBN105,1/1/1900,11/18/2021,NULL,11/20/2021,11/19/2021,3/4/1900,64,3/4/1900,3/4/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511217,C16596,NBN10511217HH1,1,NBN105,1/1/1900,11/11/2021,NULL,11/12/2021,11/11/2021,2/23/1900,54,2/23/1900,2/23/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511225,C12777,NBN10511225HH1,1,NBN105,1/1/1900,11/15/2021,NULL,11/24/2021,11/23/2021,2/23/1900,54,2/23/1900,2/23/1900,1,NULL,0,0,0,0,0,0,0,0,0,1,3.4.7
NBN10511226,C15156,NBN10511226HH1,1,NBN105,1/1/1900,11/10/2021,NULL,12/17/2021,12/16/2021,2/13/1900,44,2/13/1900,2/13/1900,1,10,0,0,0,0,0,0,0,0,0,1,3.4.7
NBN10511228,C23157,NBN10511228HH1,1,NBN105,1/1/1900,11/13/2021,NULL,11/21/2021,11/20/2021,2/23/1900,54,2/23/1900,2/23/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511248,C20736,NBN10511248HH1,1,NBN105,1/1/1900,11/13/2021,NULL,11/18/2021,11/17/2021,2/23/1900,54,2/23/1900,2/23/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511263,C21888,NBN10511263HH1,1,NBN105,1/1/1900,11/14/2021,NULL,11/25/2021,11/24/2021,2/3/1900,34,2/3/1900,2/3/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511348,C22047,NBN10511348HH1,1,NBN105,1/1/1900,11/21/2021,NULL,1/27/2022,1/26/2022,2/3/1900,34,2/3/1900,2/3/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511354,C12678,NBN10511354HH1,1,NBN105,1/1/1900,11/22/2021,NULL,12/8/2021,12/7/2021,2/3/1900,34,2/3/1900,2/3/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511387,C16596,NBN10511387HH1,1,NBN105,1/1/1900,11/23/2021,NULL,1/9/2022,1/8/2022,2/23/1900,54,2/23/1900,2/23/1900,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511405,C21621,NBN10511405HH1,1,NBN105,1/1/1900,11/24/2021,NULL,11/26/2021,11/25/2021,2/13/1900,44,2/13/1900,2/13/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511415,C22125,NBN10511416HH2,2,NBN105,1/1/1900,11/26/2021,NULL,12/30/2021,12/29/2021,1/2/1900,2,1/2/1900,1/2/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511416,C22122,NBN10511416HH2,1,NBN105,1/1/1900,11/26/2021,NULL,12/30/2021,12/29/2021,1/21/1900,21,1/21/1900,1/21/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511464,C11043,NBN10511464HH1,1,NBN105,1/1/1900,11/27/2021,NULL,11/28/2021,11/27/2021,3/4/1900,64,3/4/1900,3/4/1900,1,NULL,0,0,0,0,0,0,0,0,0,1,3.4.7
NBN10511495,C22197,NBN10511495HH1,1,NBN105,1/1/1900,11/27/2021,NULL,12/4/2021,12/3/2021,2/13/1900,44,2/13/1900,2/13/1900,0,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511496,C21570,NBN10511496HH1,1,NBN105,1/1/1900,11/27/2021,NULL,12/4/2021,12/3/2021,2/13/1900,44,2/13/1900,2/13/1900,0,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511515,C15888,NBN10511515HH1,1,NBN105,1/1/1900,11/29/2021,NULL,12/5/2021,12/4/2021,2/13/1900,44,2/13/1900,2/13/1900,1,10,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511566,C22260,NBN10511567HH3,2,NBN105,1/1/1900,12/4/2021,NULL,12/5/2021,12/4/2021,1/2/1900,2,1/2/1900,1/2/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511567,C22257,NBN10511567HH3,1,NBN105,1/1/1900,12/4/2021,NULL,12/5/2021,12/4/2021,1/24/1900,24,1/24/1900,1/24/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511568,C22263,NBN10511567HH3,2,NBN105,1/1/1900,12/4/2021,NULL,12/5/2021,12/4/2021,1/2/1900,2,1/2/1900,1/2/1900,0,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
NBN10511635,C22341,NBN10511635HH1,1,NBN105,1/1/1900,12/6/2021,NULL,12/10/2021,12/9/2021,3/4/1900,64,3/4/1900,3/4/1900,1,NULL,0,0,0,0,0,0,0,0,0,0,3.5.5
