PopID,PersonalID,HouseholdID,Step
11,,"NXS11327859HH1","9.1.2"
11,,"NXS11621141HH1","9.1.2"
11,,"NXS11621668HH1","9.1.2"
11,,"NXS11621856HH1","9.1.2"
11,,"NXS11622030HH1","9.1.2"
11,,"NXS11624248HH1","9.1.2"
11,,"NXS11624524HH1","9.1.2"
11,,"NXS11624893HH1","9.1.2"
11,,"NXS11626362HH1","9.1.2"
11,,"NXS11626667HH1","9.1.2"
11,,"NXS11627317HH1","9.1.2"
11,,"NXS11627422HH1","9.1.2"
11,,"NXS11627853HH1","9.1.2"
11,,"NXS11627958HH1","9.1.2"
11,,"NXS11628091HH1","9.1.2"
11,,"NXS11628103HH1","9.1.2"
11,,"NXS11628137HH1","9.1.2"
11,,"NXS11628159HH1","9.1.2"
11,,"NXS11628230HH1","9.1.2"
11,,"NXS12722980HH1","9.1.2"
11,,"NXS12723252HH1","9.1.2"
11,,"NXS12723306HH1","9.1.2"
11,,"NXS12723596HH1","9.1.2"
11,,"NXS12724742HH1","9.1.2"
11,,"NXS12724881HH1","9.1.2"
11,,"NXS12725000HH1","9.1.2"
11,,"NXS12920981HH1","9.1.2"
11,,"NXS13523787HH1","9.1.2"
11,,"NXS13525407HH1","9.1.2"
11,,"NXS13527439HH1","9.1.2"
11,,"NXS13822442HH1","9.1.2"
11,,"NXS13827845HH1","9.1.2"
11,,"NXS14722391HH1","9.1.2"
11,,"NXS14722544HH1","9.1.2"
11,,"NXS14722814HH1","9.1.2"
11,,"NXS14723187HH1","9.1.2"
11,,"NXS14723198HH1","9.1.2"
11,,"NXS14724144HH1","9.1.2"
11,,"NXS14724770HH1","9.1.2"
11,,"NXS14725020HH1","9.1.2"
11,,"NXS15127396HH1","9.1.2"
11,,"PSH18028709HH1","9.1.2"
11,,"PSH18028714HH1","9.1.2"
11,,"PSH18028715HH1","9.1.2"
11,,"PSH18028721HH1","9.1.2"
11,,"RRH12118788HH1","9.1.2"
11,,"RRH12420224HH1","9.1.2"
11,,"RRH13127081HH1","9.1.2"
11,,"RRH13223154HH1","9.1.2"
11,,"RRH13224399HH1","9.1.2"
11,,"RRH13225788HH1","9.1.2"
11,,"RRH13227039HH1","9.1.2"
11,,"RRH13227061HH1","9.1.2"
11,,"RRH13326860HH1","9.1.2"
11,,"RRH14021273HH1","9.1.2"
11,,"RRH14325053HH2","9.1.2"
11,,"RRH15316406HH1","9.1.2"
11,,"RRH15316741HH1","9.1.2"
11,,"RRH15317423HH1","9.1.2"
11,,"RRH15318257HH1","9.1.2"
11,,"RRH15319690HH1","9.1.2"
11,,"RRH15320770HH1","9.1.2"
11,,"RRH15321968HH1","9.1.2"
11,,"RRH15322184HH1","9.1.2"
11,,"RRH15324085HH1","9.1.2"
11,,"RRH15325518HH1","9.1.2"
11,,"RRH15724208HH1","9.1.2"
11,,"RRH15828443HH1","9.1.2"
11,,"RRH16119410HH1","9.1.2"
11,,"RRH16120505HH1","9.1.2"
11,,"RRH16120705HH1","9.1.2"
11,,"RRH16121326HH1","9.1.2"
11,,"TRN10423058HH1","9.1.2"
11,,"TRN10424887HH1","9.1.2"
11,,"TRN10425841HH1","9.1.2"
12,,"NBN10522910HH2","9.1.3"
12,,"NBN10523048HH2","9.1.3"
12,,"NBN10523297HH2","9.1.3"
12,,"NBN10523823HH3","9.1.3"
12,,"NBN10525393HH4","9.1.3"
12,,"NBN10526687HH3","9.1.3"
12,,"NBN10527816HH4","9.1.3"
12,,"NBN10528440HH2","9.1.3"
12,,"NBN10528570HH4","9.1.3"
12,,"NXS10219269HH4","9.1.3"
12,,"NXS10221634HH3","9.1.3"
12,,"NXS10222129HH3","9.1.3"
12,,"NXS10222433HH2","9.1.3"
12,,"NXS10223135HH2","9.1.3"
12,,"NXS10223235HH2","9.1.3"
12,,"NXS10223336HH3","9.1.3"
12,,"NXS10223604HH2","9.1.3"
12,,"NXS10223606HH3","9.1.3"
12,,"NXS10223674HH2","9.1.3"
12,,"NXS10224375HH3","9.1.3"
12,,"NXS10224982HH3","9.1.3"
12,,"NXS10225188HH3","9.1.3"
12,,"NXS10225573HH3","9.1.3"
12,,"NXS10225576HH3","9.1.3"
12,,"NXS10225654HH3","9.1.3"
12,,"NXS10225699HH2","9.1.3"
12,,"NXS10225766HH2","9.1.3"
12,,"NXS10226067HH3","9.1.3"
12,,"NXS10226141HH2","9.1.3"
12,,"NXS10226591HH2","9.1.3"
12,,"NXS10226862HH2","9.1.3"
12,,"NXS10226940HH5","9.1.3"
12,,"NXS10227082HH4","9.1.3"
12,,"NXS10227405HH2","9.1.3"
12,,"NXS10227545HH2","9.1.3"
12,,"NXS10227764HH2","9.1.3"
12,,"NXS10227797HH2","9.1.3"
12,,"NXS10228170HH3","9.1.3"
12,,"NXS10228534HH3","9.1.3"
12,,"NXS10324440HH2","9.1.3"
12,,"NXS10325521HH2","9.1.3"
12,,"NXS10325523HH2","9.1.3"
12,,"NXS10325723HH2","9.1.3"
12,,"NXS10328262HH2","9.1.3"
12,,"NXS10621426HH3","9.1.3"
12,,"NXS10623021HH3","9.1.3"
12,,"NXS10624549HH2","9.1.3"
12,,"NXS10625793HH2","9.1.3"
12,,"NXS10625888HH3","9.1.3"
12,,"NXS10626446HH2","9.1.3"
12,,"NXS10626731HH3","9.1.3"
12,,"NXS10626770HH4","9.1.3"
12,,"NXS10628544HH2","9.1.3"
12,,"NXS10720060HH2","9.1.3"
12,,"NXS11021226HH2","9.1.3"
12,,"NXS11026546HH2","9.1.3"
12,,"NXS11027029HH4","9.1.3"
12,,"NXS11120833HH3","9.1.3"
12,,"NXS11126883HH5","9.1.3"
12,,"NXS11128213HH3","9.1.3"
12,,"NXS11128451HH2","9.1.3"
12,,"NXS11128531HH4","9.1.3"
12,,"NXS11222997HH3","9.1.3"
12,,"NXS11225749HH2","9.1.3"
12,,"NXS11423566HH3","9.1.3"
12,,"NXS11428060HH2","9.1.3"
12,,"NXS11625208HH2","9.1.3"
12,,"NXS13827194HH3","9.1.3"
12,,"NXS13827294HH2","9.1.3"
12,,"NXS13828457HH3","9.1.3"
12,,"PSH16523275HH4","9.1.3"
12,,"RRH12123987HH3","9.1.3"
12,,"RRH12124131HH2","9.1.3"
12,,"RRH13118480HH3","9.1.3"
12,,"RRH13122629HH3","9.1.3"
12,,"RRH13125751HH2","9.1.3"
12,,"RRH13219220HH3","9.1.3"
12,,"RRH13223151HH3","9.1.3"
12,,"RRH13223461HH2","9.1.3"
12,,"RRH13224411HH2","9.1.3"
12,,"RRH13225144HH3","9.1.3"
12,,"RRH13321748HH5","9.1.3"
12,,"RRH14021652HH2","9.1.3"
12,,"RRH15425795HH2","9.1.3"
12,,"RRH15428018HH3","9.1.3"
12,,"RRH15620764HH3","9.1.3"
12,,"RRH15826359HH2","9.1.3"
12,,"RRH16021050HH3","9.1.3"
12,,"RRH16023059HH4","9.1.3"
12,,"RRH16027972HH2","9.1.3"
12,,"RRH16119970HH2","9.1.3"
12,,"RRH16120750HH2","9.1.3"
12,,"RRH16928560HH2","9.1.3"
13,,"HAV13715762HH1","9.1.4"
13,,"HAV13719762HH1","9.1.4"
13,,"HAV13721313HH1","9.1.4"
13,,"HAV13721471HH1","9.1.4"
13,,"HAV13721912HH1","9.1.4"
13,,"HAV13721913HH1","9.1.4"
13,,"HAV13721988HH1","9.1.4"
13,,"HAV13722286HH1","9.1.4"
13,,"HAV13722622HH1","9.1.4"
13,,"HAV13722647HH1","9.1.4"
13,,"HAV13723350HH1","9.1.4"
13,,"HAV13723848HH1","9.1.4"
13,,"HAV13724125HH1","9.1.4"
13,,"HAV13724320HH1","9.1.4"
13,,"HAV13727179HH1","9.1.4"
13,,"NBN10521849HH1","9.1.4"
13,,"NBN10522045HH1","9.1.4"
13,,"NBN10522344HH1","9.1.4"
13,,"NBN10522628HH1","9.1.4"
13,,"NBN10522740HH1","9.1.4"
13,,"NBN10522867HH1","9.1.4"
13,,"NBN10522912HH1","9.1.4"
13,,"NBN10523239HH1","9.1.4"
13,,"NBN10523345HH1","9.1.4"
13,,"NBN10523404HH1","9.1.4"
13,,"NBN10523448HH1","9.1.4"
13,,"NBN10523616HH1","9.1.4"
13,,"NBN10523617HH1","9.1.4"
13,,"NBN10523804HH1","9.1.4"
13,,"NBN10523816HH1","9.1.4"
13,,"NBN10524008HH1","9.1.4"
13,,"NBN10524186HH1","9.1.4"
13,,"NBN10524319HH1","9.1.4"
13,,"NBN10524346HH1","9.1.4"
13,,"NBN10524527HH1","9.1.4"
13,,"NBN10524967HH1","9.1.4"
13,,"NBN10525354HH1","9.1.4"
13,,"NBN10525508HH1","9.1.4"
13,,"NBN10525848HH1","9.1.4"
13,,"NBN10526019HH1","9.1.4"
13,,"NBN10526050HH1","9.1.4"
13,,"NBN10526149HH1","9.1.4"
13,,"NBN10526302HH1","9.1.4"
13,,"NBN10526312HH1","9.1.4"
13,,"NBN10526327HH1","9.1.4"
13,,"NBN10526580HH1","9.1.4"
13,,"NBN10526684HH1","9.1.4"
13,,"NBN10526706HH1","9.1.4"
13,,"NBN10526831HH1","9.1.4"
13,,"NBN10526834HH1","9.1.4"
13,,"NBN10526865HH1","9.1.4"
13,,"NBN10527065HH1","9.1.4"
13,,"NBN10527150HH1","9.1.4"
13,,"NBN10527259HH1","9.1.4"
13,,"NBN10527276HH1","9.1.4"
13,,"NBN10527301HH1","9.1.4"
13,,"NBN10527359HH1","9.1.4"
13,,"NBN10527375HH1","9.1.4"
13,,"NBN10527475HH1","9.1.4"
13,,"NBN10527549HH1","9.1.4"
13,,"NBN10527575HH1","9.1.4"
13,,"NBN10527684HH1","9.1.4"
13,,"NBN10527829HH1","9.1.4"
13,,"NBN10527913HH1","9.1.4"
13,,"NBN10527970HH1","9.1.4"
13,,"NBN10528039HH1","9.1.4"
13,,"NBN10528096HH1","9.1.4"
13,,"NBN10528205HH1","9.1.4"
13,,"NBN10528362HH1","9.1.4"
13,,"NBN10528378HH1","9.1.4"
13,,"NBN10528399HH1","9.1.4"
13,,"NBN10528416HH1","9.1.4"
13,,"NBN10528479HH1","9.1.4"
13,,"NBN10528481HH1","9.1.4"
13,,"NBN10528485HH1","9.1.4"
13,,"NXS10220870HH1","9.1.4"
13,,"NXS10222048HH4","9.1.4"
13,,"NXS10225284HH4","9.1.4"
13,,"NXS10621585HH1","9.1.4"
13,,"NXS10621987HH1","9.1.4"
13,,"NXS10622053HH1","9.1.4"
13,,"NXS10622146HH1","9.1.4"
13,,"NXS10622244HH1","9.1.4"
13,,"NXS10622317HH1","9.1.4"
13,,"NXS10622404HH4","9.1.4"
13,,"NXS10623158HH1","9.1.4"
13,,"NXS10623222HH1","9.1.4"
13,,"NXS10623479HH1","9.1.4"
13,,"NXS10623645HH1","9.1.4"
13,,"NXS10624288HH1","9.1.4"
13,,"NXS10624610HH1","9.1.4"
13,,"NXS10625183HH1","9.1.4"
13,,"NXS10625274HH1","9.1.4"
13,,"NXS10625470HH1","9.1.4"
13,,"NXS10625543HH1","9.1.4"
13,,"NXS10625613HH1","9.1.4"
13,,"NXS10626118HH1","9.1.4"
13,,"NXS10626721HH1","9.1.4"
13,,"NXS10627570HH1","9.1.4"
13,,"NXS10627668HH1","9.1.4"
13,,"NXS10627789HH1","9.1.4"
13,,"NXS10628305HH1","9.1.4"
13,,"NXS10818778HH1","9.1.4"
13,,"NXS10820346HH1","9.1.4"
13,,"NXS10821627HH1","9.1.4"
13,,"NXS10822269HH1","9.1.4"
13,,"NXS10822400HH1","9.1.4"
13,,"NXS10823949HH1","9.1.4"
13,,"NXS10824413HH1","9.1.4"
13,,"NXS10826030HH1","9.1.4"
13,,"NXS10826059HH1","9.1.4"
13,,"NXS10826299HH1","9.1.4"
13,,"NXS10826352HH1","9.1.4"
13,,"NXS10826358HH1","9.1.4"
13,,"NXS10826847HH1","9.1.4"
13,,"NXS10827210HH1","9.1.4"
13,,"NXS10827315HH1","9.1.4"
13,,"NXS10827344HH1","9.1.4"
13,,"NXS10827977HH1","9.1.4"
13,,"NXS10828547HH1","9.1.4"
13,,"NXS10828614HH1","9.1.4"
13,,"NXS10922504HH1","9.1.4"
13,,"NXS10923176HH1","9.1.4"
13,,"NXS10925517HH1","9.1.4"
13,,"NXS10926520HH1","9.1.4"
13,,"NXS10927602HH1","9.1.4"
13,,"NXS10928549HH1","9.1.4"
13,,"NXS11027434HH1","9.1.4"
13,,"NXS11123124HH1","9.1.4"
13,,"NXS11319898HH1","9.1.4"
13,,"NXS11321946HH1","9.1.4"
13,,"NXS11322064HH1","9.1.4"
13,,"NXS11322119HH1","9.1.4"
13,,"NXS11322121HH1","9.1.4"
13,,"NXS11322327HH1","9.1.4"
13,,"NXS11322435HH1","9.1.4"
13,,"NXS11322439HH1","9.1.4"
13,,"NXS11322813HH1","9.1.4"
13,,"NXS11322906HH1","9.1.4"
13,,"NXS11323228HH1","9.1.4"
13,,"NXS11323397HH1","9.1.4"
13,,"NXS11323520HH1","9.1.4"
13,,"NXS11324074HH1","9.1.4"
13,,"NXS11324202HH1","9.1.4"
13,,"NXS11324234HH1","9.1.4"
13,,"NXS11324255HH1","9.1.4"
13,,"NXS11324301HH2","9.1.4"
13,,"NXS11324434HH1","9.1.4"
13,,"NXS11324890HH1","9.1.4"
13,,"NXS11325129HH1","9.1.4"
13,,"NXS11325281HH1","9.1.4"
13,,"NXS11325398HH1","9.1.4"
13,,"NXS11325448HH1","9.1.4"
13,,"NXS11325555HH1","9.1.4"
13,,"NXS11325647HH1","9.1.4"
13,,"NXS11325650HH1","9.1.4"
13,,"NXS11325801HH1","9.1.4"
13,,"NXS11325895HH1","9.1.4"
13,,"NXS11325922HH1","9.1.4"
13,,"NXS11326033HH1","9.1.4"
13,,"NXS11326235HH1","9.1.4"
13,,"NXS11326463HH1","9.1.4"
13,,"NXS11326660HH1","9.1.4"
13,,"NXS11326864HH1","9.1.4"
13,,"NXS11327141HH1","9.1.4"
13,,"NXS11327222HH1","9.1.4"
13,,"NXS11327234HH1","9.1.4"
13,,"NXS11327369HH1","9.1.4"
13,,"NXS11327470HH1","9.1.4"
13,,"NXS11327719HH1","9.1.4"
13,,"NXS11327720HH1","9.1.4"
13,,"NXS11327721HH1","9.1.4"
13,,"NXS11327790HH1","9.1.4"
13,,"NXS11327931HH1","9.1.4"
13,,"NXS11328196HH1","9.1.4"
13,,"NXS11328314HH1","9.1.4"
13,,"NXS11328317HH1","9.1.4"
13,,"NXS11422090HH1","9.1.4"
13,,"NXS11423217HH1","9.1.4"
13,,"NXS11425777HH1","9.1.4"
13,,"NXS11425959HH1","9.1.4"
13,,"NXS11622755HH1","9.1.4"
13,,"NXS11622792HH1","9.1.4"
13,,"NXS11623687HH1","9.1.4"
13,,"NXS11623958HH1","9.1.4"
13,,"NXS11625560HH1","9.1.4"
13,,"NXS11625668HH1","9.1.4"
13,,"NXS11627540HH1","9.1.4"
13,,"NXS11627725HH1","9.1.4"
13,,"NXS12722982HH1","9.1.4"
13,,"NXS12723052HH1","9.1.4"
13,,"NXS12723088HH1","9.1.4"
13,,"NXS12723160HH1","9.1.4"
13,,"NXS12723258HH1","9.1.4"
13,,"NXS12723287HH1","9.1.4"
13,,"NXS12723468HH1","9.1.4"
13,,"NXS12723494HH1","9.1.4"
13,,"NXS12723549HH1","9.1.4"
13,,"NXS12723575HH1","9.1.4"
13,,"NXS12723676HH1","9.1.4"
13,,"NXS12723716HH1","9.1.4"
13,,"NXS12723762HH1","9.1.4"
13,,"NXS12723844HH1","9.1.4"
13,,"NXS12723909HH1","9.1.4"
13,,"NXS12724022HH1","9.1.4"
13,,"NXS12724071HH1","9.1.4"
13,,"NXS12724094HH1","9.1.4"
13,,"NXS12724120HH1","9.1.4"
13,,"NXS12724171HH1","9.1.4"
13,,"NXS12724329HH1","9.1.4"
13,,"NXS12724385HH1","9.1.4"
13,,"NXS12724511HH1","9.1.4"
13,,"NXS12724586HH1","9.1.4"
13,,"NXS12724758HH1","9.1.4"
13,,"NXS12724961HH1","9.1.4"
13,,"NXS12915001HH1","9.1.4"
13,,"NXS12919671HH1","9.1.4"
