HoHID,HHType,Cohort,StartDate,EndDate,Step
"C11295",1,0,2025-12-26,2026-01-01,"7.11.2.b"
"C11295",1,0,2025-12-27,2026-01-02,"7.11.2.b"
"C11295",1,0,2025-12-30,2026-01-05,"7.11.2.b"
"C11295",1,0,2025-12-31,2026-01-06,"7.11.2.b"
"C11295",1,0,2026-01-05,2026-01-11,"7.11.2.b"
"C11328",1,0,2025-08-07,2025-10-19,"7.11.2.a"
"C11328",1,0,2025-10-15,2026-01-27,"7.11.2.a"
"C11412",1,0,2025-11-29,2025-12-26,"7.11.2.a"
"C11412",1,0,2025-12-26,2026-01-20,"7.11.2.a"
"C11487",1,-1,2023-10-13,2024-02-12,"7.11.2.a"
"C11487",1,-1,2024-09-07,2024-10-26,"7.11.2.a"
"C11487",1,-1,2024-10-24,2025-03-07,"7.11.2.a"
"C11583",1,-2,2024-01-24,2024-02-23,"7.11.2.a"
"C11583",1,-2,2024-02-17,2024-03-23,"7.11.2.a"
"C11610",1,0,2025-09-12,2025-09-25,"7.11.2.a"
"C11610",1,0,2025-09-21,2025-10-13,"7.11.2.a"
"C11736",1,-1,2024-10-27,2024-12-09,"7.11.2.a"
"C11736",1,-1,2024-12-03,2024-12-20,"7.11.2.a"
"C11742",1,-2,2023-07-29,2023-10-05,"7.11.2.a"
"C11742",1,-2,2023-10-04,2023-11-15,"7.11.2.a"
"C11742",1,-2,2023-11-10,2024-01-11,"7.11.2.a"
"C11742",1,-2,2024-01-06,2024-01-25,"7.11.2.a"
"C11742",1,-2,2024-01-21,2024-05-14,"7.11.2.a"
"C11781",1,0,2024-12-28,2025-01-18,"7.11.2.a"
"C11781",1,0,2025-03-29,2025-09-13,"7.11.2.a"
"C11781",1,0,2025-09-08,2025-10-13,"7.11.2.a"
"C11796",1,-2,2023-08-21,2023-09-28,"7.11.2.a"
"C11796",1,-2,2023-09-24,2023-12-23,"7.11.2.a"
"C11805",1,0,2025-11-10,2025-12-12,"7.11.2.a"
"C11805",1,0,2025-12-11,2026-01-10,"7.11.2.a"
"C11817",1,-2,2023-08-21,2023-09-03,"7.11.2.a"
"C11817",1,-2,2023-08-29,2023-09-15,"7.11.2.a"
"C11817",1,-2,2023-09-11,2023-10-10,"7.11.2.a"
"C11877",1,0,2025-11-10,2025-11-16,"7.11.2.b"
"C11877",1,0,2025-11-11,2025-11-17,"7.11.2.b"
"C11877",1,0,2025-11-12,2025-11-18,"7.11.2.b"
"C11877",1,0,2025-11-13,2025-11-19,"7.11.2.b"
"C11877",1,0,2025-11-14,2025-11-20,"7.11.2.b"
"C11877",1,0,2025-11-15,2025-11-21,"7.11.2.b"
"C11877",1,0,2025-11-17,2025-11-23,"7.11.2.b"
"C11877",1,0,2025-11-18,2025-11-24,"7.11.2.b"
"C11877",1,0,2025-11-19,2025-11-25,"7.11.2.b"
"C11877",1,0,2025-11-20,2025-11-26,"7.11.2.b"
"C11877",1,0,2025-11-21,2025-11-27,"7.11.2.b"
"C11877",1,0,2025-11-23,2025-11-29,"7.11.2.b"
"C11877",1,0,2025-11-24,2025-11-30,"7.11.2.b"
"C11877",1,0,2025-11-25,2025-12-01,"7.11.2.b"
"C11877",1,0,2025-11-26,2025-12-02,"7.11.2.b"
"C11877",1,0,2025-11-27,2025-12-03,"7.11.2.b"
"C11877",1,0,2025-11-28,2025-12-04,"7.11.2.b"
"C11877",1,0,2025-11-30,2025-12-14,"7.11.2.a"
"C11877",1,0,2025-12-11,2026-02-17,"7.11.2.a"
"C12084",1,-1,2024-07-28,2024-08-16,"7.11.2.a"
"C12084",1,-1,2025-01-10,2025-07-04,"7.11.2.a"
"C12084",1,-1,2025-02-10,2025-09-29,"7.11.2.a"
"C12099",1,0,2025-06-13,2025-06-19,"7.11.2.b"
"C12099",1,0,2025-06-21,2025-06-27,"7.11.2.b"
"C12099",1,0,2025-06-23,2025-06-29,"7.11.2.b"
"C12099",1,0,2025-06-25,2025-07-01,"7.11.2.b"
"C12099",1,0,2025-06-29,2025-07-05,"7.11.2.b"
"C12099",1,0,2025-07-05,2025-07-11,"7.11.2.b"
"C12099",1,0,2025-07-10,2025-07-16,"7.11.2.b"
"C12099",1,0,2025-07-14,2025-07-20,"7.11.2.b"
"C12099",1,0,2025-07-15,2025-07-21,"7.11.2.b"
"C12099",1,0,2025-07-22,2025-07-28,"7.11.2.b"
"C12099",1,0,2025-07-25,2025-07-31,"7.11.2.b"
"C12099",1,0,2025-07-28,2025-08-03,"7.11.2.b"
"C12099",1,0,2025-07-30,2025-08-05,"7.11.2.b"
"C12099",1,0,2025-07-31,2025-08-06,"7.11.2.b"
"C12099",1,0,2025-08-01,2025-08-07,"7.11.2.b"
"C12099",1,0,2025-08-02,2025-08-08,"7.11.2.b"
"C12099",1,0,2025-08-04,2025-08-10,"7.11.2.b"
"C12099",1,0,2025-08-08,2025-08-14,"7.11.2.b"
"C12099",1,0,2025-08-10,2025-08-16,"7.11.2.b"
"C12099",1,0,2025-08-13,2025-08-19,"7.11.2.b"
"C12099",1,0,2025-08-14,2025-08-20,"7.11.2.b"
"C12099",1,0,2025-08-14,2026-03-14,"7.11.2.a"
"C12099",1,0,2025-08-16,2025-08-22,"7.11.2.b"
"C12099",1,0,2025-08-17,2025-08-23,"7.11.2.b"
"C12099",1,0,2025-08-19,2025-08-25,"7.11.2.b"
"C12099",1,0,2025-08-21,2025-08-27,"7.11.2.b"
"C12099",1,0,2025-08-22,2025-08-28,"7.11.2.b"
"C12099",1,0,2025-08-25,2025-08-31,"7.11.2.b"
"C12099",1,0,2025-08-26,2025-09-01,"7.11.2.b"
"C12099",1,0,2025-08-27,2025-09-02,"7.11.2.b"
"C12159",1,0,2024-07-27,2024-08-15,"7.11.2.a"
"C12159",1,0,2026-02-28,2026-03-06,"7.11.2.b"
"C12159",1,0,2026-03-04,2026-03-10,"7.11.2.b"
"C12159",1,0,2026-03-11,2026-03-17,"7.11.2.b"
"C12159",1,0,2026-03-18,2026-03-24,"7.11.2.b"
"C12159",1,0,2026-03-19,2026-03-25,"7.11.2.b"
"C12159",1,0,2026-03-20,2026-03-26,"7.11.2.b"
"C12159",1,0,2026-03-21,2026-03-27,"7.11.2.b"
"C12195",1,-1,2024-10-03,2024-10-09,"7.11.2.b"
"C12195",1,-1,2024-10-09,2024-10-15,"7.11.2.b"
"C12195",1,-1,2024-10-22,2024-10-28,"7.11.2.b"
"C12195",1,-1,2024-10-26,2024-11-01,"7.11.2.b"
"C12195",1,-1,2024-11-01,2024-11-07,"7.11.2.b"
"C12195",1,-1,2024-11-09,2025-09-16,"7.11.2.a"
"C12195",1,-1,2024-11-23,2024-11-29,"7.11.2.b"
"C12198",2,-2,2023-11-05,2023-12-20,"7.11.2.a"
"C12198",2,-2,2023-11-25,2024-03-27,"7.11.2.a"
"C12228",1,-1,2025-04-03,2025-05-14,"7.11.2.a"
"C12228",1,-1,2025-04-13,2025-07-18,"7.11.2.a"
"C12231",1,-1,2024-08-14,2024-09-27,"7.11.2.a"
"C12231",1,-1,2024-08-26,2025-09-12,"7.11.2.a"
"C12309",1,-2,2023-11-28,2023-12-06,"7.11.2.a"
"C12309",1,-2,2023-12-01,2023-12-11,"7.11.2.a"
"C12309",1,-2,2023-12-07,2023-12-13,"7.11.2.b"
"C12309",1,-2,2023-12-13,2023-12-19,"7.11.2.b"
"C12309",1,-2,2023-12-14,2023-12-20,"7.11.2.b"
"C12309",1,-2,2023-12-17,2023-12-23,"7.11.2.b"
"C12309",1,-2,2023-12-22,2024-01-11,"7.11.2.a"
"C12309",1,0,2023-11-28,2023-12-06,"7.11.2.a"
"C12309",1,0,2023-12-01,2023-12-11,"7.11.2.a"
"C12309",1,0,2023-12-07,2023-12-13,"7.11.2.b"
"C12309",1,0,2023-12-13,2023-12-19,"7.11.2.b"
"C12309",1,0,2023-12-14,2023-12-20,"7.11.2.b"
"C12309",1,0,2023-12-17,2023-12-23,"7.11.2.b"
"C12309",1,0,2023-12-22,2024-01-11,"7.11.2.a"
"C12309",1,0,2024-01-26,2024-02-01,"7.11.2.b"
"C12309",1,0,2024-01-28,2024-02-03,"7.11.2.b"
"C12309",1,0,2024-02-03,2026-02-21,"7.11.2.a"
"C12309",1,0,2024-02-19,2024-02-25,"7.11.2.b"
"C12309",1,0,2024-02-26,2024-03-03,"7.11.2.b"
"C12321",1,-1,2024-02-09,2024-05-04,"7.11.2.a"
"C12321",1,-1,2024-03-01,2025-01-23,"7.11.2.a"
"C12321",1,-1,2024-05-12,2024-10-05,"7.11.2.a"
"C12396",1,0,2025-12-02,2025-12-08,"7.11.2.b"
"C12396",1,0,2025-12-03,2025-12-09,"7.11.2.b"
"C12396",1,0,2025-12-06,2025-12-12,"7.11.2.b"
"C12396",1,0,2025-12-09,2025-12-15,"7.11.2.b"
"C12396",1,0,2025-12-13,2025-12-19,"7.11.2.b"
"C12396",1,0,2025-12-18,2025-12-24,"7.11.2.b"
"C12396",1,0,2025-12-20,2025-12-26,"7.11.2.b"
"C12396",1,0,2025-12-26,2026-01-25,"7.11.2.a"
"C12396",2,-2,2023-08-19,2023-08-25,"7.11.2.b"
"C12396",2,-2,2023-08-22,2023-08-28,"7.11.2.b"
"C12396",2,-2,2023-08-30,2023-09-05,"7.11.2.b"
"C12396",2,-2,2023-09-05,2023-09-11,"7.11.2.b"
"C12396",2,-2,2023-09-09,2023-09-15,"7.11.2.b"
"C12396",2,-2,2023-09-10,2023-09-16,"7.11.2.b"
"C12396",2,-2,2023-09-12,2023-09-18,"7.11.2.b"
"C12396",2,-2,2023-09-13,2023-09-19,"7.11.2.b"
"C12396",2,-2,2023-09-14,2023-09-20,"7.11.2.b"
"C12396",2,-2,2023-09-15,2023-09-21,"7.11.2.b"
"C12396",2,-2,2023-09-16,2023-09-22,"7.11.2.b"
"C12396",2,-2,2023-09-17,2023-09-23,"7.11.2.b"
"C12396",2,-2,2023-09-18,2023-09-24,"7.11.2.b"
"C12396",2,-2,2023-09-19,2023-09-25,"7.11.2.b"
"C12396",2,-2,2023-09-20,2023-09-26,"7.11.2.b"
"C12396",2,-2,2023-09-22,2023-09-28,"7.11.2.b"
"C12396",2,-2,2023-09-23,2023-09-29,"7.11.2.b"
"C12396",2,-2,2023-09-24,2023-09-30,"7.11.2.b"
"C12396",2,-2,2023-09-25,2023-10-01,"7.11.2.b"
"C12396",2,-2,2023-09-26,2023-10-02,"7.11.2.b"
"C12396",2,-2,2023-09-29,2023-10-05,"7.11.2.b"
"C12396",2,-2,2023-09-30,2023-10-06,"7.11.2.b"
"C12396",2,-2,2023-10-01,2023-10-07,"7.11.2.b"
"C12396",2,-2,2023-10-03,2023-10-09,"7.11.2.b"
"C12396",2,-2,2023-10-04,2023-10-10,"7.11.2.b"
"C12396",2,-2,2023-10-06,2023-10-12,"7.11.2.b"
"C12396",2,-2,2023-10-08,2023-10-14,"7.11.2.b"
"C12396",2,-2,2023-10-09,2023-10-15,"7.11.2.b"
"C12396",2,-2,2023-10-10,2023-10-16,"7.11.2.b"
"C12396",2,-2,2023-10-11,2023-10-17,"7.11.2.b"
"C12396",2,-2,2023-10-14,2023-10-20,"7.11.2.b"
"C12396",2,-2,2023-10-16,2023-10-22,"7.11.2.b"
"C12396",2,-2,2023-10-18,2023-10-24,"7.11.2.b"
"C12396",2,-2,2023-10-19,2023-10-25,"7.11.2.b"
"C12396",2,-2,2023-10-19,2024-05-08,"7.11.2.a"
"C12396",2,-2,2023-10-20,2023-10-26,"7.11.2.b"
"C12396",2,-2,2023-10-21,2023-10-27,"7.11.2.b"
"C12396",2,-2,2023-10-23,2023-10-29,"7.11.2.b"
"C12396",2,-2,2023-10-25,2023-10-31,"7.11.2.b"
"C12396",2,-2,2023-10-27,2023-11-02,"7.11.2.b"
"C12396",2,-2,2023-10-28,2023-11-03,"7.11.2.b"
"C12396",2,-2,2023-10-30,2023-11-05,"7.11.2.b"
"C12414",1,-1,2024-10-10,2024-11-12,"7.11.2.a"
"C12414",1,-1,2024-11-08,2025-02-26,"7.11.2.a"
"C12414",1,-1,2024-12-15,2025-04-25,"7.11.2.a"
"C12414",1,-1,2025-04-19,2025-05-08,"7.11.2.a"
"C12417",1,0,2024-02-19,2024-02-25,"7.11.2.b"
"C12417",1,0,2024-02-21,2024-02-27,"7.11.2.b"
"C12417",1,0,2024-02-22,2024-02-28,"7.11.2.b"
"C12417",1,0,2024-02-23,2024-02-29,"7.11.2.b"
"C12417",1,0,2024-02-25,2024-03-02,"7.11.2.b"
"C12417",1,0,2024-02-26,2024-03-03,"7.11.2.b"
"C12417",1,0,2024-02-27,2024-03-04,"7.11.2.b"
"C12417",1,0,2024-03-01,2024-03-07,"7.11.2.b"
"C12417",1,0,2024-03-02,2024-03-08,"7.11.2.b"
"C12417",1,0,2024-03-05,2024-03-11,"7.11.2.b"
"C12417",1,0,2024-03-08,2024-03-14,"7.11.2.b"
"C12417",1,0,2024-03-09,2024-03-15,"7.11.2.b"
"C12417",1,0,2024-03-10,2024-03-16,"7.11.2.b"
"C12417",1,0,2024-03-11,2026-01-10,"7.11.2.a"
"C12417",1,0,2024-03-12,2024-03-18,"7.11.2.b"
"C12417",1,0,2024-03-13,2024-03-19,"7.11.2.b"
"C12417",1,0,2024-03-14,2024-03-20,"7.11.2.b"
"C12417",1,0,2024-03-15,2024-03-21,"7.11.2.b"
"C12417",1,0,2024-03-16,2024-03-22,"7.11.2.b"
"C12417",1,0,2024-03-17,2024-03-23,"7.11.2.b"
"C12417",1,0,2024-03-20,2024-03-26,"7.11.2.b"
"C12417",1,0,2024-03-21,2024-03-27,"7.11.2.b"
"C12417",1,0,2024-03-25,2024-03-31,"7.11.2.b"
"C12417",1,0,2024-03-26,2024-04-01,"7.11.2.b"
"C12417",1,0,2024-03-27,2024-04-02,"7.11.2.b"
"C12417",1,0,2024-03-29,2024-04-04,"7.11.2.b"
"C12417",1,0,2024-03-30,2024-04-05,"7.11.2.b"
"C12417",1,0,2024-03-31,2024-04-06,"7.11.2.b"
"C12417",1,0,2024-04-01,2024-04-07,"7.11.2.b"
"C12417",1,0,2024-04-02,2024-04-08,"7.11.2.b"
"C12420",1,0,2024-04-16,2024-04-22,"7.11.2.b"
"C12420",1,0,2024-04-18,2024-04-24,"7.11.2.b"
"C12420",1,0,2024-09-24,2024-09-30,"7.11.2.b"
"C12420",1,0,2024-09-25,2024-10-01,"7.11.2.b"
"C12420",1,0,2024-09-26,2024-10-02,"7.11.2.b"
"C12420",1,0,2024-09-29,2024-10-05,"7.11.2.b"
"C12420",1,0,2024-10-02,2024-10-08,"7.11.2.b"
"C12420",1,0,2024-10-25,2024-10-31,"7.11.2.b"
"C12420",1,0,2024-10-26,2024-11-01,"7.11.2.b"
"C12420",1,0,2024-10-30,2024-11-05,"7.11.2.b"
"C12420",1,0,2024-10-31,2024-11-06,"7.11.2.b"
"C12420",1,0,2024-12-01,2025-11-10,"7.11.2.a"
"C12420",1,0,2024-12-02,2024-12-08,"7.11.2.b"
"C12420",1,0,2024-12-03,2024-12-09,"7.11.2.b"
"C12420",1,0,2024-12-04,2024-12-10,"7.11.2.b"
"C12420",1,0,2024-12-07,2024-12-13,"7.11.2.b"
"C12420",1,0,2024-12-10,2024-12-16,"7.11.2.b"
"C12420",1,0,2024-12-11,2024-12-17,"7.11.2.b"
"C12420",1,0,2024-12-13,2024-12-19,"7.11.2.b"
"C12420",1,0,2024-12-14,2024-12-20,"7.11.2.b"
"C12420",1,0,2024-12-16,2024-12-22,"7.11.2.b"
"C12420",1,0,2024-12-17,2024-12-23,"7.11.2.b"
"C12420",1,0,2024-12-18,2024-12-24,"7.11.2.b"
"C12420",1,0,2024-12-19,2024-12-25,"7.11.2.b"
"C12420",1,0,2024-12-20,2024-12-26,"7.11.2.b"
"C12420",1,0,2024-12-27,2025-01-02,"7.11.2.b"
"C12420",1,0,2024-12-30,2025-01-05,"7.11.2.b"
"C12420",1,0,2025-01-01,2025-01-07,"7.11.2.b"
"C12420",1,0,2025-01-04,2025-01-10,"7.11.2.b"
"C12420",1,0,2025-01-07,2025-01-13,"7.11.2.b"
"C12420",1,0,2025-01-08,2025-01-14,"7.11.2.b"
"C12420",1,0,2025-01-10,2025-01-16,"7.11.2.b"
"C12420",1,0,2025-01-25,2025-02-14,"7.11.2.a"
"C12420",1,0,2025-09-02,2025-09-08,"7.11.2.b"
"C12420",1,0,2025-09-03,2025-09-09,"7.11.2.b"
"C12420",1,0,2025-09-04,2025-09-10,"7.11.2.b"
"C12420",1,0,2025-09-05,2025-09-11,"7.11.2.b"
"C12420",1,0,2025-09-07,2025-09-13,"7.11.2.b"
"C12420",1,0,2025-09-09,2025-09-15,"7.11.2.b"
"C12420",1,0,2025-09-10,2025-09-16,"7.11.2.b"
"C12420",1,0,2025-09-11,2025-09-17,"7.11.2.b"
"C12420",1,0,2025-09-12,2025-09-18,"7.11.2.b"
"C12420",1,0,2025-09-14,2025-09-20,"7.11.2.b"
"C12420",1,0,2025-09-15,2025-09-21,"7.11.2.b"
"C12420",1,0,2025-09-16,2025-09-22,"7.11.2.b"
"C12420",1,0,2025-09-17,2025-09-23,"7.11.2.b"
"C12420",1,0,2025-09-18,2025-09-24,"7.11.2.b"
"C12420",1,0,2025-09-19,2025-09-25,"7.11.2.b"
"C12420",1,0,2025-09-20,2025-09-26,"7.11.2.b"
"C12420",1,0,2025-09-21,2025-09-27,"7.11.2.b"
"C12420",1,0,2025-09-23,2025-09-29,"7.11.2.b"
"C12420",1,0,2025-09-24,2025-09-30,"7.11.2.b"
"C12420",1,0,2025-09-25,2025-10-01,"7.11.2.b"
"C12420",1,0,2025-09-26,2025-10-02,"7.11.2.b"
"C12420",1,0,2025-09-27,2025-10-03,"7.11.2.b"
"C12420",1,0,2025-09-28,2025-10-04,"7.11.2.b"
"C12420",1,0,2025-09-30,2025-10-06,"7.11.2.b"
"C12420",1,0,2025-10-01,2025-10-07,"7.11.2.b"
"C12420",1,0,2025-10-02,2025-10-08,"7.11.2.b"
"C12420",1,0,2025-10-03,2025-10-09,"7.11.2.b"
"C12420",1,0,2025-10-05,2025-10-11,"7.11.2.b"
"C12420",1,0,2025-11-10,2025-11-16,"7.11.2.b"
"C12420",1,0,2025-11-16,2025-12-01,"7.11.2.a"
"C12420",1,0,2025-11-27,2025-12-09,"7.11.2.a"
"C12420",1,0,2025-12-05,2025-12-15,"7.11.2.a"
"C12420",1,0,2025-12-11,2025-12-24,"7.11.2.a"
"C12420",1,0,2025-12-20,2026-01-04,"7.11.2.a"
"C12420",1,0,2026-01-01,2026-01-21,"7.11.2.a"
"C12420",1,0,2026-01-21,2026-02-01,"7.11.2.a"
"C12420",1,0,2026-01-28,2026-02-04,"7.11.2.a"
"C12420",1,0,2026-02-04,2026-02-10,"7.11.2.b"
"C12645",1,-1,2024-09-15,2024-09-21,"7.11.2.b"
"C12645",1,-1,2024-09-16,2024-09-22,"7.11.2.b"
"C12645",1,-1,2024-09-17,2024-09-23,"7.11.2.b"
"C12645",1,-1,2024-09-18,2024-09-24,"7.11.2.b"
"C12645",1,-1,2024-09-19,2024-09-25,"7.11.2.b"
"C12645",1,-1,2024-09-20,2024-09-26,"7.11.2.b"
"C12645",1,-1,2024-09-22,2024-09-28,"7.11.2.b"
"C12645",1,-1,2024-09-23,2024-09-29,"7.11.2.b"
"C12645",1,-1,2024-09-24,2024-09-30,"7.11.2.b"
"C12645",1,-1,2024-09-26,2024-10-02,"7.11.2.b"
"C12645",1,-1,2024-09-27,2024-10-03,"7.11.2.b"
"C12645",1,-1,2024-09-29,2024-10-05,"7.11.2.b"
"C12645",1,-1,2024-10-01,2024-10-07,"7.11.2.b"
"C12645",1,-1,2024-10-02,2024-10-08,"7.11.2.b"
"C12645",1,-1,2024-10-03,2024-10-09,"7.11.2.b"
"C12645",1,-1,2024-10-07,2024-10-13,"7.11.2.b"
"C12645",1,-1,2024-10-08,2024-10-14,"7.11.2.b"
"C12645",1,-1,2024-10-09,2024-10-15,"7.11.2.b"
"C12645",1,-1,2024-10-10,2024-10-16,"7.11.2.b"
"C12645",1,-1,2024-10-12,2025-08-25,"7.11.2.a"
"C12645",1,-1,2024-10-14,2024-10-20,"7.11.2.b"
"C12645",1,-1,2024-10-15,2024-10-21,"7.11.2.b"
"C12645",1,-1,2024-10-16,2024-10-22,"7.11.2.b"
"C12645",1,-1,2024-10-17,2024-10-23,"7.11.2.b"
"C12645",1,-1,2024-10-18,2024-10-24,"7.11.2.b"
"C12645",1,-1,2024-10-19,2024-10-25,"7.11.2.b"
"C12645",1,-1,2024-10-20,2024-10-26,"7.11.2.b"
"C12645",1,-1,2024-10-21,2024-10-27,"7.11.2.b"
"C12645",1,-1,2024-10-25,2024-10-31,"7.11.2.b"
"C12645",1,-1,2024-10-26,2024-11-01,"7.11.2.b"
"C12645",1,-1,2024-10-28,2024-11-03,"7.11.2.b"
"C12645",1,-1,2024-10-29,2024-11-04,"7.11.2.b"
"C12645",1,-1,2024-10-30,2024-11-05,"7.11.2.b"
"C12645",1,-1,2024-11-02,2024-11-08,"7.11.2.b"
"C12645",1,-1,2024-11-03,2024-11-09,"7.11.2.b"
"C12645",1,-1,2024-11-04,2024-11-10,"7.11.2.b"
"C12645",1,-1,2024-11-05,2024-11-11,"7.11.2.b"
"C12645",1,-1,2024-11-10,2024-11-16,"7.11.2.b"
"C12645",1,-1,2024-11-11,2024-11-17,"7.11.2.b"
"C12645",1,-1,2024-11-12,2024-11-18,"7.11.2.b"
"C12645",1,-1,2024-11-13,2024-11-19,"7.11.2.b"
"C12645",1,-1,2024-11-14,2024-11-20,"7.11.2.b"
"C12645",1,-1,2024-11-15,2024-11-21,"7.11.2.b"
"C12645",1,-1,2024-11-16,2024-11-22,"7.11.2.b"
"C12645",1,-1,2024-11-17,2024-11-23,"7.11.2.b"
"C12645",1,-1,2024-11-20,2024-11-26,"7.11.2.b"
"C12645",1,-1,2024-11-21,2024-11-27,"7.11.2.b"
"C12645",1,-1,2024-11-22,2024-11-28,"7.11.2.b"
"C12645",1,-1,2024-11-24,2024-11-30,"7.11.2.b"
"C12645",1,-1,2024-11-26,2024-12-02,"7.11.2.b"
"C12645",1,-1,2024-11-27,2024-12-03,"7.11.2.b"
"C12645",1,-1,2024-11-28,2024-12-04,"7.11.2.b"
"C12645",1,-1,2024-11-29,2024-12-05,"7.11.2.b"
"C12645",1,-1,2024-11-30,2024-12-06,"7.11.2.b"
"C12645",1,-1,2024-12-01,2024-12-07,"7.11.2.b"
"C12645",1,-1,2024-12-02,2024-12-08,"7.11.2.b"
"C12645",1,-1,2024-12-04,2024-12-10,"7.11.2.b"
"C12645",1,-1,2024-12-06,2024-12-12,"7.11.2.b"
"C12651",1,-1,2025-03-18,2025-03-24,"7.11.2.b"
"C12651",1,-1,2025-03-19,2025-03-25,"7.11.2.b"
"C12651",1,-1,2025-03-20,2025-03-26,"7.11.2.b"
"C12651",1,-1,2025-03-21,2025-03-27,"7.11.2.b"
"C12651",1,-1,2025-03-22,2025-03-28,"7.11.2.b"
"C12651",1,-1,2025-03-28,2025-04-03,"7.11.2.b"
